用户昵称,性别,评论内容,被回复用户,评论层级,用户当前等级,点赞数量,回复时间
走向尽头的阿德利,保密,有个人好急啊,,1级评论,5,2,2021-09-11 20:55:56
稚嫩的-魔法师,男,回复 @ajwfepi :原来是毛毛啊，没事啦，毕竟是小学生，理解不了[给心心],走向尽头的阿德利,2级评论,6,3,2021-09-12 23:17:27
国世勋兴,男,回复 @ajwfepi :我觉得猫是你的父母,走向尽头的阿德利,2级评论,6,3,2021-09-12 19:23:35
纯__爱,男,流浪动物处理最好的办法就是安乐死 ，一群人下不了狠心的后果让别人承担，然后还要跳出来指指点点，诶，这时候流浪动物就又好像是他家养的宠物了,,1级评论,6,2,2021-09-11 14:28:48
外巴卜比,男,回复 @ajwfepi :你该不会急了吧,纯__爱,2级评论,6,1,2021-09-13 03:45:04
账号已注销,保密,"你是想让鸟类和蜥蜴和草，都被老鼠给灭绝了，你处于连草都不存在的地方么？

但凡有真兽亚纲的物种存在的地方，就必定会有啮齿类的老鼠的存在，是能在核过后的岛上只一年就出现的物种。

若无猫，那么你这里所有的鸟类和小动物，甚至草都会被老鼠吃干净，所以所有的国外的论文说的都是，原本就压根无真兽亚纲的任何的物种的地方才怕猫上岛。",纯__爱,2级评论,0,1,2021-09-12 01:55:46
约翰LLL,女,我关注三连了，但是点开首页吓了一跳[妙啊][doge],,1级评论,5,2,2021-09-11 14:26:12
账号已注销,保密,"你是想让鸟类和蜥蜴和草，都被老鼠给灭绝了，你处于连草都不存在的地方么？

但凡有真兽亚纲的物种存在的地方，就必定会有啮齿类的老鼠的存在，是能在核过后的岛上只一年就出现的物种,若无猫，那么你这里所有的鸟类和小动物，甚至草都会被老鼠吃干净，所以所有的国外的论文说的都是，原本就压根无真兽亚纲的任何的物种的地方才怕猫上岛。",约翰LLL,2级评论,0,1,2021-09-12 01:56:02
寂lover,保密,给猫上牌,,1级评论,6,2,2021-09-11 11:26:35
账号已注销,保密,"这就是为了鸟把人类的基本的生存给仍了，圣母式的自我感动，猫岛那么大的密度，高树上还是各种的鸟叫声，街道上还是非常的干净，生态还是非常的平衡，我国也见过母猫只能给孩子找到小块的红薯和上方各种的鸟叫声。

啥砖家，竟用别的大陆的模型反科学，还用问卷的数据为基础？信梦都比信这个靠谱，被美的学者驳是按这个三年北美就没鸟了。

我国的家猫甚至没能耐去阻止麻雀的泛滥，家猫不能在中原的野外去生存，也就有了中原最差的繁殖的能力，其他的所有的物种都同时在野外和人类处繁殖，自就麻雀的繁殖的能力远强于猫同样鼠也是。",寂lover,2级评论,0,2,2021-09-12 02:13:15
也许改个名字能行,男,保护区是规定不能人为干预动物之间的关系行为的。如果在保护区里面，老虎吃熊猫，人为是不能干预的。所以说如果只是单纯的野生猫捕食这个蛇，是根本不用大费周章的说这么多的。但是流浪猫和人类关系密切，很难说人类是不是间接干预了[OK],,1级评论,6,2,2021-09-11 09:24:47
羽弥酱,男,可是就 不存在野生猫,也许改个名字能行,2级评论,6,2,2021-09-13 00:35:45
账号已注销,保密,人类处连麻雀都是吃人类的食物的，老鼠也是吃人类的食物的，把人类看成生态圈里的就明白了。,也许改个名字能行,2级评论,0,1,2021-09-12 02:20:59
账号已注销,保密,视频的国外论文 意思是江苏省流浪猫数量最多吗,,1级评论,0,2,2021-09-11 02:32:19
企鹅丶sama,男,别信这个叫ajwfepi的，他就是这种人，我在其他视频里都跟他吵过,账号已注销,2级评论,6,6,2021-09-11 10:55:30
深红夜迹,保密,回复 @ajwfepi :你说的并不正确，调查问卷需要做预前分析来提出，论文中说一共有2187份可供分析。我们今天养的可不是原生猫，本土狸花往往比较凶。文章调查的是城市流浪猫和家猫种群对本土生态的影响，本土野外种群有自己的固定生态位根本没法纳入猫粮。,账号已注销,2级评论,6,4,2021-09-11 11:04:56
bili_16166378321,保密,国外就有个视频流浪猫已经灭绝了很小型动物了，很多人就意识不到这些就无语,,1级评论,5,2,2021-09-10 13:41:34
账号已注销,保密,"回复 @铃屋什造准特等 :恐龙大灭绝后生态毁灭了，但为什么现在又郁郁葱？你能解释的了这个么？

因所有的动物都在，跟他们能靠自己去迁徙到的地方，的动植物去协同进化了，他们终将都互相去适应。

这世上不存在永远不适应的生态，澳的猫只是才过去300年，又因为澳是完全的隔绝的，从来未跟亚欧大陆的动物有物种的交流才适应的更慢些，若是自古就与亚欧大陆的有物种的交流的地方，适应的就更快的多可能只需要几十年，或压根不需要一瞬间适应，这种的是因为原本就有相似的物种的情况，所以不提协同进化的论文算个啥砖家糊弄。",bili_16166378321,2级评论,0,1,2021-09-11 23:00:09
账号已注销,保密,"回复 @铃屋什造准特等 :噗哈哈，你说啥？不跟你提协同进化的专家，都是把你当小孩骗，你就喜欢把你当小孩骗的类型吧。

那么，你只会越来越愚昧，远远落后于你的同龄人。",bili_16166378321,2级评论,0,1,2021-09-11 22:59:10
哈罗德艾森堡,保密,真正爱猫的人身体力行，虚伪爱猫的只要自己能撸猫就行[滑稽],,1级评论,5,2,2021-09-10 07:16:00
账号已注销,保密,"放心吧，但凡有真兽亚纲的地方，就肯定有老鼠的存在，若无猫那就是老鼠把所有的鸟类和蜥蜴和草都吃干净的，结局。

所以国外的所有的论文，都有限定词排除了，原本就有小型猫的地方，也就是，排除了原本就有真兽亚纲的动物的地方。

说的仅仅是澳那种，即无灵长类也无啮齿类更无鼬科的地方。",哈罗德艾森堡,2级评论,0,1,2021-09-11 09:31:28
账号已注销,保密,"另外，我国的人类入侵了多种野生猫的领地，周边围了一圈的野生猫。

都比家猫吃鸟和小动物更厉害，还有更大个头的野生猫。

你说这，不就是在胡说的么？所有的国外的论文都有限定词排除了原本就有小型猫的地方。",哈罗德艾森堡,2级评论,0,1,2021-09-11 09:29:02
哈罗德艾森堡,保密,真正爱猫的人身体力行，虚伪爱猫的只要自己能撸猫就行[滑稽],,1级评论,5,2,2021-09-10 07:16:00
账号已注销,保密,"放心吧，但凡有真兽亚纲的地方，就肯定有老鼠的存在，若无猫那就是老鼠把所有的鸟类和蜥蜴和草都吃干净的，结局。

所以国外的所有的论文，都有限定词排除了，原本就有小型猫的地方，也就是，排除了原本就有真兽亚纲的动物的地方。

说的仅仅是澳那种，即无灵长类也无啮齿类更无鼬科的地方。",哈罗德艾森堡,2级评论,0,1,2021-09-11 09:31:28
账号已注销,保密,"另外，我国的人类入侵了多种野生猫的领地，周边围了一圈的野生猫。

都比家猫吃鸟和小动物更厉害，还有更大个头的野生猫。

你说这，不就是在胡说的么？所有的国外的论文都有限定词排除了原本就有小型猫的地方。",哈罗德艾森堡,2级评论,0,1,2021-09-11 09:29:02
周祁平,保密,流浪猫和流浪狗，还容易闯到路上，引发车祸。,,1级评论,6,2,2021-09-10 07:08:20
账号已注销,保密,"放心吧，但凡有真兽亚纲的地方，就肯定有老鼠的存在，若无猫那就是老鼠把所有的鸟类和蜥蜴和草都吃干净的，结局。

所以国外的所有的论文，都有限定词排除了，原本就有小型猫的地方，也就是，排除了原本就有真兽亚纲的动物的地方。

说的仅仅是澳那种，即无灵长类也无啮齿类更无鼬科的地方。",周祁平,2级评论,0,1,2021-09-11 09:28:14
南江枫萧,保密,领养绝育还是看个人条件吧，没那么多领养人别人总不可能一直养着吧，虐猫的直接死马就行了，不在考虑范围内。,,1级评论,6,2,2021-09-10 00:20:11
羽弥酱,男,养猫就单纯养一只绝育就行，如果是想猫生育那就 先留着，可多了以后那还是要办些事,南江枫萧,2级评论,6,1,2021-09-13 00:45:28
南江枫萧,保密,回复 @ajwfepi :想多了，流浪猫只会越来越多不可能越来越少，杀不完的。因为人扔的比杀的快，并且主要说的是流浪猫规范管理的事，杀流浪猫只是其中一个办法，你明显在断章取义。,南江枫萧,2级评论,6,1,2021-09-11 09:39:07
啊噗阿噗菐,男,最该死的是那些弃养的,,1级评论,6,2,2021-09-09 21:07:08
啊噗阿噗菐,男,回复 @ajwfepi :视频我就看了一点，我从初中开始至今的愿望之一就是人类灭绝把地球留给其他生物让它们自然繁衍生息，或者地球洗牌一切重来但是不要再进化出类似人类的物种了,啊噗阿噗菐,2级评论,6,1,2021-09-13 00:16:04
账号已注销,保密,回复 @啊噗阿噗菐 :很简单的事实的陈述，不懂？就是那爬行类的阿婆说的，有亚欧大陆的小国试过了，是客观的事实证明了的毁生态害人类的举动。,啊噗阿噗菐,2级评论,0,1,2021-09-12 17:05:18
账号已注销,保密,那啥，我想问个事情，就小区内有几只流浪猫，拿它会对小区内的老鼠有有效的防治效果吗（因为听过好多人说流浪猫会吃掉小区内的老鼠这回事）,,1级评论,0,2,2021-09-09 17:45:50
账号已注销,保密,"回复 @深红夜迹 :回复@天依小姐姐 :回复@Refrain1125 :回复@波诺波诺波w :回复@杜华毒唯 :我国的人类入侵了多种野生猫的地盘，野生猫到人类处找食物就忘了野外的生存的能力，变家猫。

现在也还在重复这过程，结果要么就是把野生的动物都杀了反正长的差不多，要么，就是让更大个头的野生猫变成了新家猫，给你表演怎么把中型的猛禽给打下来，空挡处都可以发生那个亚欧大陆的小国发生过的鼠患毁粮食到威胁人类的基本的生存。",账号已注销,2级评论,0,1,2021-09-11 09:48:14
账号已注销,保密,"回复 @深红夜迹 :回复@天依小姐姐 :回复@Refrain1125 :回复@波诺波诺波w :回复@杜华毒唯 :所有的国外的论文，都排除了原本就有小型猫的地方，都没证明阿婆主的伪科学。

唯一的那个南京的砖家，还是用的别的大陆的模型，反科学，用的是800份问卷去做推算的基础，是因为他是研究鸟类的么？

这论文，被国内外驳的都不反驳了，这阿婆主明知却不提。",账号已注销,2级评论,0,1,2021-09-11 09:48:36
YSMSS,保密,提前一周通告就太好了，我现在有一只流浪猫在家门口天天缠着我要吃的了，就是带不回家里面爸妈不让，来个通告我就直接狠心带回家了,,1级评论,6,2,2021-09-09 05:00:59
账号已注销,保密,"就是因为有些看不懂国外的论文里有限定词排除了原本就有小型猫，的无知的野鸡的说词去扭曲，才弄乱，就是群拿鸟当借口，但其实压根就没弄明白人家是什么意思的愚昧者。

实际上，我国和亚欧大陆的原生的文明里，对猫的态度都是猫是有益无害的，直到澳带猫去澳灭鼠时，都毫无任何的防备，是因为猫在亚欧大陆上几万年都是有益无害的，可是，谁知道澳还处于原始的后兽的时期呢？

亚欧大陆上是真兽把后兽给淘汰干净了，真兽淘汰部分的后兽的时期的动物，就是亚欧大陆的正常的历史和进化，总不能说所有的真兽像灵长类啮齿类鼬科都不应该存在吧。

那些愚昧者连人家的原话都没弄明白，澳的原本的意思是，野猪毁他们的生态，山羊毁他们的生态，在隔壁的新西兰灭鸟的黄鼠狼毁生态，骆驼毁他们的生态，亚欧大陆的蟾蜍毁他们的生态，亚欧大陆的鹦鹉毁他们的生态，亚欧大陆的狐狸毁他们的生态。

愚昧者在这所有的话里，就只听到了一句猫对他们的生态怎么样，这不就是通过了茂密的丛林的枝叶只看到了大像的尾巴，就说哦知道了知道了，这是条蛇的呀的情况。

还不如正常的去研究下，鼠药对生态的毁坏，鼠药本身就可以大规模的杀伤鸟类，这些表面上爱鸟的，其实恨不能用人工的武器去灭鸟。",YSMSS,2级评论,0,1,2021-09-09 07:08:00
账号已注销,保密,"视屏的才是毁生态的害你也害你周边的所有人的说词，亚欧大陆的个小国上次这么干的结果，是粮食被毁威胁到人类的基本的生存后又颁布了法律保护猫，原本就自上古存在的城市的流浪猫的生态位，被毁掉了原本的生态位只会造成生态的毁灭，这就是为了鸟把人类的基本的生存给仍了，圣母式的自我感动，猫岛那么大的密度，高树上还是各种的鸟叫声，街道上还是非常的干净，生态还是非常的平衡，我国也见过母猫只能给孩子找到小块的红薯和上方各种的鸟叫声。

啥砖家，竟用别的大陆的模型反科学，还用问卷的数据为基础？信梦都比信这个靠谱，被美的学者驳是按这个三年北美就没鸟了。",YSMSS,2级评论,0,1,2021-09-09 07:08:44
互联网贵族,男,我也养猫，但我支持UP的观点。流浪猫狗已经是很严重的问题了。澳洲野猫问题不想出现在中国。,,1级评论,6,2,2021-09-08 04:11:04
账号已注销,保密,"视屏的才是毁生态的害楼主也害周边的所有人的说词，亚欧大陆的个小国上次这么干的结果，是粮食被毁威胁到人类的基本的生存后又颁布了法律保护猫，原本就自上古存在的城市的流浪猫的生态位，被毁掉了原本的生态位只会造成生态的毁灭。

这就是为了鸟把人类的基本的生存给仍了，圣母式的自我感动，猫岛那么大的密度，高树上还是各种的鸟叫声，街道上还是非常的干净，生态还是非常的平衡，我国也见过母猫只能给孩子找到小块的红薯和上方各种的鸟叫声。

啥砖家，竟用别的大陆的模型反科学，还用问卷的数据为基础？信梦都比信这个靠谱，被美的学者驳是按这个三年北美就没鸟了。",互联网贵族,2级评论,0,1,2021-09-09 07:37:05
xiaoji1000,保密,转我朋友圈教育一下身边的善心人！,,1级评论,5,2,2021-09-07 23:19:53
苦酸橙,男,问个问题：如果有条件的话把大量流浪猫放归到荒野可行吗？,,1级评论,6,2,2021-09-07 18:06:36
爬行天下,保密,不行的，难以评估每一块区域的环境状况……一旦扔出去生起来了就麻烦了。成绩还能抓，在外面乱了的话，抓都没啥好办法,苦酸橙,2级评论,6,4,2021-09-07 18:22:12
落梅归梦,保密,参考澳大利亚现状，基本上就是你说的样子,苦酸橙,2级评论,6,2,2021-09-08 11:27:55
金Five,男,说白了都是人的错误    养了就负责  ！！！  养前想好自己能不能照顾 负担！  十多年的寿命  吃喝拉撒 生老病死,,1级评论,4,2,2021-09-07 17:12:29
五五五_五月,保密,随便遗弃才是根本问题，安乐死是对那些无人领养的流浪猫最好的处理方法,,1级评论,6,2,2021-09-07 15:39:27
晨曦的阳光普照森林,保密,"其实up说的关于流浪猫的问题和危害说得挺好的，我也看了很多名为科普实则夹带私货的，前面算客观。另外建议如果真的想客观讨论，别上来就贴标签，你称他人为某些爱猫人士的时候人家也称你为某些恨猫人士，这就根本没办法讨论。还有就是说到后面up主观情绪太重了，你前面提出来猫是外来物种，繁殖快，对环境破坏大，后面又反过来问人家为什么要论证猫是不是外来物种，这个就很矛盾，打个比方前提大家怀疑新冠起源是美国，于是讨论一个嫌疑人是不是美国来的，你把前提去掉，直接说明明是讨论新冠，为什么要讨论他是不是美国来的……还有很多举例很奇怪，比如人遗弃了猫不能安乐死人，因为人权高于猫权，但是人就算遗弃了人也不会安乐死啊，那你能说遗弃人的人权高于被遗弃人的人权吗？这就是一个伪命题。
现在的最大问题就是猫基数太大了，繁殖太快，领养估计只能解决百分之一二，比较靠谱的还是绝育（问题是否能针对流浪猫定价绝育），就按三到八年寿命算，已经能降低很多了，当然安乐死可以对一些有病毒的，这个如何执行都需要一定的计划和组织，宠物医院的配合。人权是高于猫权，但是如果一味宣传安乐死，那明天猫也可能会变成保护动物，你想想麻雀。
另外我也很好奇，按up说的真的这么一本万利，这么多的猫如果都安乐死，怎么处理尸体？有没有成本和污染？这个问题本生就不应该是不是一了白了。",,1级评论,6,2,2021-09-06 22:44:08
深红夜迹,保密,回复 @流水逐鱼 :看到你的回复补充一下，先对自己的猫负责在谈抓到宠物猫的问题。如果你的猫身上没有标识物，你说猫是你的谁信？万一你是二道贩子呢？猫不是人，不可能不计成本的营救。无信息的猫救助站可以将信息放到官网上，保留1周后无人联系就划入流浪猫处理。既然养了猫，就自己保护好它，保存照片证据，常备信息。减少整个社会浪费资源去处理你的猫。你说的问题和保护动物的问题，哪个更加严重更加重要？up最后也说了这种事一旦做就不能交给民间组织，你提问题的时候先好好思考视频里的观点难道没想过你的疑虑吗？。,晨曦的阳光普照森林,2级评论,6,1,2021-09-07 10:50:36
深红夜迹,保密,成本问题，你觉得绝育后几年的喂养的费用贵还用安乐死后焚尸炉一波带或者集体掩埋走更贵？污染问题，老死的猫不会自动消失，同样要么焚烧要么掩埋。保护动物的问题很可笑，你觉得藏羚羊是保护动物难道是因为杀得太多？主要原因是因为没有方法大规模训化和养殖，我们也需要它的野外生态位。野生的猫科动物也被保护着。拿鳗鱼来说更明确，虽然是食用鱼类，但人类至今也没研究明白它的繁殖和生长过程，所以呼吁减少捕捞。猫这种有着丰富养殖经验的物种，唯一的灭绝条件就是人灭绝了，没有动物能罩着它了。至于遗弃人权那点你的逻辑有些乱，正因为遗弃人类都不能安乐死人，遗弃猫就更不可能了，即便罪犯也有人权，人权能不高于人权。如果不是你故意忽略了up的某些话，我就当成是你忘了，猫是不是外来物种不重要，我们要做的是平衡，保障一切本土生物的价值。猫长期随人生活不仅没有野生生态位，还破坏了平衡。就拿蚊子来说，我们不能让它灭绝，可以从社会消失，但也要在实验室里保护起来。我希望你不是在扮演理中客去误导别人，但你的逻辑和认真态度很有问题。,晨曦的阳光普照森林,2级评论,6,1,2021-09-07 10:40:18
强如琪露诺,保密,有没有一种猫粮 食用就能达到绝育效果的[蛆音娘_疑问],,1级评论,6,2,2021-09-06 18:08:56
账号已注销,保密,如果有就好了[喜极而泣],强如琪露诺,2级评论,0,1,2021-09-06 19:48:33
愿与卿长安,男,讲的很不错，确实是很大的问题[捂脸],,1级评论,6,2,2021-09-06 14:36:59
b站助梦团光头团长,男,彦祖，别往下翻了我也没找到god mother[doge],,1级评论,6,2,2021-09-06 07:29:20
虚空逐星者,男,这还找不到，按时间一打开不都是,b站助梦团光头团长,2级评论,6,2,2021-09-06 17:56:54
是福禄丨不是葫芦,保密,我收养了两只[嘉然_mua],,1级评论,6,2,2021-09-06 03:04:06
账号已注销,保密,赞[给心心],是福禄丨不是葫芦,2级评论,0,1,2021-09-06 16:38:54
逆时针べ飞雪,保密,我们农村的猫大多数都是有家的，我们还担心偷猫贼偷去吃掉。夏天偷猫的人还是有的,,1级评论,5,2,2021-09-05 20:35:26
皮皮鲁家的大脸猫,保密,我要是把这个视频转朋友圈，估计要被喷死[笑哭],,1级评论,6,2,2021-09-05 19:51:42
软萌小妹李充,保密,野猫真的有点讨厌，每次晚上那些流浪猫都在小区里面发情，一般在1.2.3楼的人都有耳筛。然后我家里有一只鸟放在窗子的台阶上（有笼子）我在客厅看电视结果tm来了一只猫把我家那只鸟给弄死了，翅膀的毛都少了一半，我真的想让大家养不了猫就不要养，养了也不要抛弃，这个是为了我们也是为了它们啊[保佑][保佑],,1级评论,3,2,2021-09-05 17:17:41
布谷鸟指挥官,男,老实说路边的猫我都不知道是不是流浪猫，家养的猫都喜欢乱跑,,1级评论,6,2,2021-09-05 15:59:27
琥珀含羞草,保密,放养猫和流浪猫没有本质上的区别，甚至更为恶劣,布谷鸟指挥官,2级评论,6,3,2021-09-05 16:04:55
账号已注销,保密,回复 @布谷鸟指挥官 :我国的记载里是自上古，就靠猫灭鼠并供奉猫，猫从来都是城市的生态圈的组成，去除存在的生态位，会导致生态的毁灭是最基本的常识。,布谷鸟指挥官,2级评论,0,1,2021-09-06 11:24:19
屑安缘是只Sheep,男,遗弃猫狗的建议拘留罚款，破坏环境害死猫咪，真狗，街头上多点监控全逮住就不缺钱给猫绝育了[OK],,1级评论,6,2,2021-09-05 14:05:14
账号已注销,保密,前面也有人提到，台湾尝试过减少猫的，结果却引来蛇和鼠去真正的让鸟类的数量急剧的减少了。,屑安缘是只Sheep,2级评论,0,2,2021-09-06 11:53:56
账号已注销,保密,"同意绝育和收养对猫好，遗弃的猫也绝大多数活不了肯定要阻止，但是就说下这个视屏亚欧大陆的个小国上次这么干的结果，是粮食被毁威胁到人类的基本的生存后又颁布了法律保护猫，原本就自上古存在的城市的流浪猫的生态位，被毁掉了原本的生态位只会造成生态的毁灭，这就是为了鸟把人类的基本的生存给仍了，圣母式的自我感动，猫岛那么大的密度，高树上还是各种的鸟叫声，街道上还是非常的干净，生态还是非常的平衡，我国也见过母猫只能给孩子找到小块的红薯和上方各种的鸟叫声。

啥砖家，竟用别的大陆的模型反科学，还用问卷的数据为基础？信梦都比信这个靠谱，被美的学者驳是按这个三年北美就没鸟了。

我国的家猫甚至没能耐去阻止麻雀的泛滥，家猫不能在中原的野外去生存，也就有了中原最差的繁殖的能力，其他的所有的物种都同时在野外和人类处繁殖，自就麻雀的繁殖的能力远强于猫同样鼠也是。",屑安缘是只Sheep,2级评论,0,2,2021-09-06 11:55:19
大鹅不会swim,保密,我为什么要承认猫权小于人权[doge]，我不仅不承认人，我还不承认全人类！灭绝吧，可怜的人类，猫猫才是天下第一[doge]在座的人类都是垃圾[doge],,1级评论,6,2,2021-09-05 12:09:41
账号已注销,保密,猫原本就是你祖先，给你找的人类的守护者，守护的是人类的地方也就是城市的生态圈。,大鹅不会swim,2级评论,0,1,2021-09-06 12:04:07
账号已注销,保密,"猫从来都是重要的城市的生态的维持者，猫本身拿高树的鸟没办法哪怕是猫岛的密度高数上也都是鸟叫声，但喜鹊和鼠和蛇类却能真正的给鸟灭门，美只绝育这么温和的方式，结果却有人照下了老鼠群在街上吃鸟的视屏。

猫原本就是我国的，繁衍的能力最差的物种，因为家猫无法在中原的野外去生存否则我国的野生猫就不用列濒危了，其他的物种都是同时在野外和人类处繁衍的，其繁殖的能力远强于中原的家猫，所以我国的家猫甚至没能耐阻止麻雀的反滥才得人自己去灭鸟。

还减少原本就是最少的，生育率最差的家猫的数量？这是愁这里的生态不毁灭了。",大鹅不会swim,2级评论,0,1,2021-09-06 12:03:24
yourtolerantdad,保密,遗弃猫的那些玩意就是罪魁祸首[呆],,1级评论,6,2,2021-09-05 11:58:29
账号已注销,保密,"猫从来都是重要的城市的生态的维持者，猫本身拿高树的鸟没办法哪怕是猫岛的密度高数上也都是鸟叫声，但喜鹊和鼠和蛇类却能真正的给鸟灭门，美只绝育这么温和的方式，结果却有人照下了老鼠群在街上吃鸟的视屏。

猫原本就是我国的，繁衍的能力最差的物种，因为家猫无法在中原的野外去生存否则我国的野生猫就不用列濒危了，其他的物种都是同时在野外和人类处繁衍的，其繁殖的能力远强于中原的家猫，所以我国的家猫甚至没能耐阻止麻雀的反滥才得人自己去灭鸟。

还减少原本就是最少的，生育率最差的家猫的数量？这是愁这里的生态不毁灭了。",yourtolerantdad,2级评论,0,1,2021-09-06 12:04:18
账号已注销,保密,"同意绝育和领养，对猫好。

但这视屏就是胡驺。",yourtolerantdad,2级评论,0,1,2021-09-06 12:04:40
我可能是花生,保密,今年看过最爽的视频,,1级评论,6,2,2021-09-05 01:02:25
木子某3,男,回复 @ajwfepi :伞兵,我可能是花生,2级评论,5,1,2021-09-05 11:50:24
账号已注销,保密,"却是毁生态的害你也害你周边的所有人的说词，亚欧大陆的个小国上次这么干的结果，是粮食被毁威胁到人类的基本的生存后又颁布了法律保护猫，原本就自上古存在的城市的流浪猫的生态位，被毁掉了原本的生态位只会造成生态的毁灭，这就是为了鸟把人类的基本的生存给仍了，圣母式的自我感动，猫岛那么大的密度，高树上还是各种的鸟叫声，街道上还是非常的干净，生态还是非常的平衡，我国也见过母猫只能给孩子找到小块的红薯和上方各种的鸟叫声。

啥砖家，竟用别的大陆的模型反科学，还用问卷的数据为基础？信梦都比信这个靠谱，被美的学者驳是按这个三年北美就没鸟了。

我国的家猫甚至没能耐去阻止麻雀的泛滥，家猫不能在中原的野外去生存，也就有了中原最差的繁殖的能力，其他的所有的物种都同时在野外和人类处繁殖，自就麻雀的繁殖的能力远强于猫同样鼠也是。",我可能是花生,2级评论,0,1,2021-09-05 02:57:20
引日月以指极兮,保密,我一个家里养野🐱的竟然也赞同清理流浪猫。。。。。,,1级评论,6,2,2021-09-04 23:25:30
高质量飞电金属,保密,"《上古就存在》
《基本的生存》
《反科学》
《最差的繁殖能力》",引日月以指极兮,2级评论,6,3,2021-09-05 10:22:08
账号已注销,保密,"却视屏的才是毁生态的害你也害你周边的所有人的说词，亚欧大陆的个小国上次这么干的结果，是粮食被毁威胁到人类的基本的生存后又颁布了法律保护猫，原本就自上古存在的城市的流浪猫的生态位，被毁掉了原本的生态位只会造成生态的毁灭，这就是为了鸟把人类的基本的生存给仍了，圣母式的自我感动，猫岛那么大的密度，高树上还是各种的鸟叫声，街道上还是非常的干净，生态还是非常的平衡，我国也见过母猫只能给孩子找到小块的红薯和上方各种的鸟叫声。

啥砖家，竟用别的大陆的模型反科学，还用问卷的数据为基础？信梦都比信这个靠谱，被美的学者驳是按这个三年北美就没鸟了。

我国的家猫甚至没能耐去阻止麻雀的泛滥，家猫不能在中原的野外去生存，也就有了中原最差的繁殖的能力，其他的所有的物种都同时在野外和人类处繁殖，自就麻雀的繁殖的能力远强于猫同样鼠也是。",引日月以指极兮,2级评论,0,1,2021-09-05 03:08:01
弃长安路鱼人,保密,这数据咋计算出来的,,1级评论,5,2,2021-09-04 18:18:22
达尔坟,男,回复 @今天的风儿甚是耀眼 :你是猫生的还是猫养的啊🤣,弃长安路鱼人,2级评论,6,5,2021-09-04 21:09:48
向纯爱战士发起决斗,保密,回复 @达尔坟 :[囧]你看楼长竟然不看龙雅,弃长安路鱼人,2级评论,6,4,2021-09-04 22:23:29
飞翔的哈士奇-s,男,如果是安乐死还好，问题是我国有给猫安乐死的组织吗？,,1级评论,6,2,2021-09-04 17:14:17
Shuhrat_Fuze,保密,一些民间救助组织会定期对收养的流浪猫进行安乐死，官方性质的没有,飞翔的哈士奇-s,2级评论,6,2,2021-09-04 17:15:44
账号已注销,保密,"回复 @人质大师FUZE :就是群拿鸟当借口，但其实压根就没弄明白人家是什么意思的，会毁掉生态链让食物链失控同样也会让老鼠和喜鹊不再受牵制的灭掉鸟和蜥蜴。

实际上，我国和亚欧大陆的原生的文明里，对猫的态度都是猫是有益无害的，直到澳带猫去澳灭鼠时，都毫无任何的防备，是因为猫在亚欧大陆上几万年都是有益无害的，可是，谁知道澳还处于原始的后兽的时期呢？

亚欧大陆上是真兽把后兽给淘汰干净了，真兽淘汰部分的后兽的时期的动物，就是亚欧大陆的正常的历史和进化，总不能说所有的真兽像灵长类啮齿类鼬科都不应该存在吧。

那些人连人家的原话都没弄明白，澳的原本的意思是，野猪毁他们的生态，山羊毁他们的生态，在隔壁的新西兰灭鸟的黄鼠狼毁生态，骆驼毁他们的生态，亚欧大陆的蟾蜍毁他们的生态，亚欧大陆的鹦鹉毁他们的生态，亚欧大陆的狐狸毁他们的生态。

在这所有的话里，就只听到了一句猫对他们的生态怎么样，这不就是通过了茂密的丛林的枝叶只看到了大像的尾巴，就说哦知道了知道了，这是条蛇的呀的情况。",飞翔的哈士奇-s,2级评论,0,1,2021-09-05 04:32:38
超级有爱的人,男,保护流浪动物和保护环境一样，一味的只在乎保护目标的安危不考虑别的影响都是耍流氓。,,1级评论,6,2,2021-09-04 16:39:42
半步sanmianyao,保密,我这里就没怎么见过流浪猫，流浪狗倒是有但比以前少多了。,,1级评论,5,2,2021-09-04 16:00:00
CherryKLJ,保密,学校里养半年扔了的猫多的是,,1级评论,5,2,2021-09-04 14:24:39
今天下午吃什么好,男,以后再也不投喂夜猫了,,1级评论,5,2,2021-09-04 12:23:59
龙_生明,保密,被猫挠过，不是主动过来蹭的野猫不要摸,,1级评论,5,2,2021-09-04 10:31:36
丨果冻豆,保密,跳蚤一堆,,1级评论,6,2,2021-09-04 10:16:41
冉-阿让,保密,其实这事说到底就有帮人顶着爱心和动保的大旗，给那帮真正在处理流浪猫的人添堵，说实话你自己不想养了，送人也好，送猫舍也好。再不济你自己弄死处理了，也比遗弃强。,,1级评论,6,2,2021-09-04 09:25:57
已经晚了的节奏,保密,除了人，人类养的东西基本都是粮食[doge],,1级评论,6,2,2021-09-04 01:43:15
天天吃瓜的瓜皮,男,人才是顶端，而不是其它生物，不管是流浪动物还是流浪动物的食谱，只要它们影响到我们就该被灭掉,,1级评论,6,2,2021-09-04 01:03:13
