用户昵称,性别,评论内容,被回复用户,评论层级,用户当前等级,点赞数量,回复时间
桃花树下小好奇儿,男,以前农村土道总能看见蛤蟆饼,,1级评论,6,0,2025-03-29 08:49:53
不存在的回忆,保密,是因为狗可以吃[doge],,1级评论,5,0,2025-03-29 08:50:25
离婚的老李,男,狗大撞击感强烈会下车看看撞倒会给扔到路边防止妨碍交通，猫小碾到了都不一定愿意停车看看,,1级评论,6,0,2025-03-29 08:35:08
叽里咕噜fydydgub,男,我就见过鸟饼，猫饼，鼠饼,,1级评论,5,0,2025-03-29 08:23:27
泉此方uwu,男,因为猫的智商太低,,1级评论,6,0,2025-03-29 08:13:46
N-_莫莫_-N,男,看到路上有死掉的动物会拿去埋，极少看到狗被压死，几乎都是猫[辣眼睛],,1级评论,5,0,2025-03-29 08:02:24
杀手皇后最爱吉良版,女,有猫饼[喜极而泣],,1级评论,3,0,2025-03-29 07:55:01
天鸃,保密,我见过很多狗比人都遵守交通规则[笑哭],,1级评论,5,0,2025-03-29 07:43:03
哒嘀嘀嘟哒哒,保密,还有一个野猫比野狗多太多了,,1级评论,6,0,2025-03-29 07:39:13
东张西望的叉车,女,猫最大的死因就是它躲车都是折返跑,,1级评论,6,0,2025-03-29 07:25:16
语蠢的动兮,男,狗尸体很大可能被看见抬走或者撞飞 猫的体型和车底盘差不多高所以被压了不会被注意 鸟啊鼠啊兔啊更小更不好注意 就像怎么看不见豹饼虎饼猞猁饼难道是它们也混社会了,,1级评论,6,0,2025-03-29 07:16:15
道酱です,保密,狗比猫结实多了，被车撞了未必有大事，可以自己跑开，猫来一下就算没死也是等死了,,1级评论,6,0,2025-03-29 07:14:14
黄巾汇源,保密,狗饼也有，我还见过猪饼，小猪仔那种,,1级评论,6,0,2025-03-29 07:03:25
威猛的ppc,保密,猫：第一次压扁成这样的我，你该怎么去相认,,1级评论,3,0,2025-03-29 06:35:49
想要种出東雪莲,保密,"不舒服自己走开懂?
它一直粘在地上就说明它很舒服",,1级评论,6,0,2025-03-29 06:30:58
L_Sun-Shroom,保密,有点离谱了，我从小到大见过的狗饼其实也挺多的，虽然不如猫饼多就是了[思考]，还有鼠饼鸟饼之类也见过的,,1级评论,6,0,2025-03-29 06:25:05
凤兮丶求其凰,男,蛇直接成皮带了[微笑],,1级评论,5,0,2025-03-29 05:51:35
阎魔浩平,男,乐，我猫饼没见过，鸟饼和刺猬饼一看一大把,,1级评论,6,0,2025-03-29 05:20:13
故乡再无春秋夏,保密,不可能，我家猫猫才没有那么扁,,1级评论,6,0,2025-03-29 04:44:09
尼古拉斯诛魔,保密,哈基米确实蠢嗷，我养过的猫必须看好，溜出去很可能就死外面了，小时候养的那种培育出来的狼狗，是真的聪明，能教会它拿一些简单的东西，以前放在老家的果园里面看门，可惜后来不知道是太老了还是生病了，突然死在自己窝里面，才活了15年左右,,1级评论,6,0,2025-03-29 04:27:03
故乡再无春秋夏,保密,不可能，我家猫猫才没有那么扁,,1级评论,6,0,2025-03-29 04:44:09
尼古拉斯诛魔,保密,哈基米确实蠢嗷，我养过的猫必须看好，溜出去很可能就死外面了，小时候养的那种培育出来的狼狗，是真的聪明，能教会它拿一些简单的东西，以前放在老家的果园里面看门，可惜后来不知道是太老了还是生病了，突然死在自己窝里面，才活了15年左右,,1级评论,6,0,2025-03-29 04:27:03
火炎焱燚嵐,男,狗过马路都知道看车看灯。。。。[滑稽][滑稽][滑稽],,1级评论,6,0,2025-03-29 04:37:36
U丶早上豪,男,我千年抓酒驾，蹲路边休息的时候看见一只猫撵着老鼠跑到马路上，老鼠越过中间栏杆之后给车碾死了，猫看了犹犹豫豫的然后跑了，我脑中回响着老鼠死前的一吱,,1级评论,6,0,2025-03-29 03:41:16
小小雪很厉害,保密,就这？我年后骑摩托南充回成都三百公里，平均一公里一只猫饼。40公里一只狗饼。,,1级评论,4,0,2025-03-29 03:24:44
礼赞福生无量天尊,男,见过一次人饼，吐了，不方便描述，,,1级评论,5,0,2025-03-29 03:13:09
礼赞福生无量天尊,男,直接说它智商低下就行，,,1级评论,5,0,2025-03-29 03:10:18
奥莉薇的腋,男,农村蛤蟆饼见过吗 无死角铺满的那种[doge_金箍]现在没有了,,1级评论,6,0,2025-03-29 02:47:38
省亿,保密,也有狗饼，我见过不少[笑哭]前些天拿快递就见到了，骑车到近处才发现一块块红色物体，还好我从中间穿过没压到块块，经过的时候身上不禁起鸡皮疙瘩[笑哭]。我觉得抛开智力因素，大概是猫比较小？狗比较大，在路上被撞死后更明显，猫太小了就更容易被再次压到，哦豁更不明显了[doge]小时候甚至还见过兔子饼，不像是野兔，更像宠物兔一身白[吃瓜],,1级评论,5,0,2025-03-29 02:42:54
莹宝单推,保密,猫喜欢一窜就跑出来，高速上其他“饼”也有猫最多狗其次，然后就是其他动物,,1级评论,5,0,2025-03-29 01:47:05
啃鞋皮嘿嘿嘿,保密,被压的都是蠢猫，我家猫根本不会跑到大路上找压,,1级评论,5,0,2025-03-29 01:47:24
玖五逛B站,男,广州鼠饼超过猫饼,,1级评论,6,0,2025-03-29 00:53:09
卢无首,男,原来在路上走着走着，听到有人说有毛病，是这个意思,,1级评论,5,0,2025-03-29 00:20:24
寄意南风里,男,一样多,,1级评论,6,0,2025-03-29 00:13:44
假面雷霆壹号,保密,大运：我都鸣笛了不仅没有逃走反而开启脊背龙模式了吗？哈基米你这家伙！,,1级评论,6,0,2025-03-29 00:03:48
486的昴,保密,狗狗会躲车的，村里狗子打闹看见车来了就贴墙站好（胡同），很乖的,,1级评论,3,0,2025-03-29 00:04:11
卧了姨个槽,保密,有些狗子也很煞比的，站在路中间慢慢晃悠,,1级评论,6,0,2025-03-28 23:49:56
李土-雷天大壮,男,狗子脑容量比猫大，更聪明,,1级评论,5,0,2025-03-28 23:41:05
神圣的青蛙,保密,其实🐭饼最多,,1级评论,6,0,2025-03-28 23:38:00
善良的嘎抓,保密,蛇饼，蟾蜍饼,,1级评论,5,0,2025-03-28 23:34:46
宥右2,保密,不是，狗本来就是驯化过的，猫都是在外面混的,,1级评论,5,0,2025-03-28 23:28:25
夜雨乄沁人心,男,猫饼[笑哭],,1级评论,6,0,2025-03-28 23:23:33
上善若水已成冰,保密,我见过蛇精的,,1级评论,5,0,2025-03-28 23:19:33
你在玩什么呢9377,女,判断个篮子，水管子冲一把的事[墨镜][墨镜],,1级评论,5,0,2025-03-28 22:51:27
无敌小村村,保密,虽然猫挺多的，但是狗也有不少啊。最多的应该是鼠饼,,1级评论,5,0,2025-03-28 22:50:08
神奇の恐龙君,保密,上个月骑自行车回家时差点碾到分成三段的爆浆鸽子[辣眼睛],,1级评论,5,0,2025-03-28 22:47:47
再看_还不去钉钉,男,国道坑坑洼洼，哈基米缝缝补补,,1级评论,5,0,2025-03-28 22:44:50
读者1988,保密,"1、猫的反应神经很发达；
2、猫眼里，车来车往的速度很慢，至少从远处看起来是这样，一如我们看飞机，也似乎飞得很慢；
3、猫眼里的车，和你眼里的高楼没差别；

所以，实际的情况是：看！一栋楼房在远处“慢慢”地挪过来了，以本喵的神速力和神反应力应该很容易就过去吧…………等等，楼房肿么突然加速了？？？？？？？？？？？？？？？？？？？？？？",,1级评论,5,0,2025-04-07 18:55:32
不知道不是不知道,保密,一到夏季满地都是蛤蟆饼[doge_金箍],,1级评论,5,0,2025-03-28 22:40:35
米塔七七,保密,还有鼠饼,,1级评论,6,0,2025-03-28 22:36:30
飞舞乐子也就这实力了,保密,那个说猫反应力是车7倍的你反应力在快不照样死而且猫和狗比一个是飞舞人机一个是国一玩家你反应再快智商又跟不上,,1级评论,4,0,2025-03-28 22:31:54
超级星星OwO,男,生活破破碎碎，小猫缝缝补补（）,,1级评论,6,0,2025-03-28 21:54:12
caijaile,保密,@荣酱在干饭の,,1级评论,6,0,2025-03-28 21:51:21
荣酱在干饭の,女,疯狂,caijaile,2级评论,5,0,2025-03-29 18:06:48
fa云阅,保密,蛇饼页多,,1级评论,6,0,2025-03-28 21:45:52
浮沉迷径染,保密,猫咪不喜欢会自己跑开的，后面忘了,,1级评论,5,0,2025-03-28 21:44:04
enidudhej,男,城市里猫饼多，郊外狗饼多[笑哭],,1级评论,5,0,2025-03-28 21:43:30
Threeblocks,保密,我见过最多的是蛙饼[笑哭],,1级评论,6,0,2025-03-28 21:41:20
吃瓜小子有种,保密,狗大。猫小看不到,,1级评论,3,0,2025-03-28 21:39:17
遥远的她iiii,保密,有个最重要的原因就是习性 这种体型小的动物都本能的会往洞或者某些低矮的位置躲（车底） 而且据我观察 猫是根本不会看车的而且容易被某些物体吸引注意力然后追逐  狗是真的会看马路的 特别是土狗[吃瓜],,1级评论,5,0,2025-03-28 21:34:06
我爱吃枣饽饽,保密,哈基咪是这样的,,1级评论,5,0,2025-03-28 21:23:55
遥远的她iiii,保密,有个最重要的原因就是习性 这种体型小的动物都本能的会往洞或者某些低矮的位置躲（车底） 而且据我观察 猫是根本不会看车的而且容易被某些物体吸引注意力然后追逐  狗是真的会看马路的 特别是土狗[吃瓜],,1级评论,5,0,2025-03-28 21:34:06
我爱吃枣饽饽,保密,哈基咪是这样的,,1级评论,5,0,2025-03-28 21:23:55
唔哟唔哟吃饭啦,男,看过麻雀饼，天桥下一堆，放生的,,1级评论,6,0,2025-03-28 21:13:22
迷路の星屑,保密,放屁，这么多猫饼一定是狗子开车撞的,,1级评论,6,0,2025-03-28 21:03:09
骑木桶的飞人,保密,开这么多年，真撞过猫。晚上可能猫觉得它比车快。。。,,1级评论,5,0,2025-03-28 21:01:16
曙光丶归来,男,猫真是太恨了，我有至少4次差点撞到猫！,,1级评论,6,0,2025-03-28 20:58:20
今天依旧活泼开朗,保密,我家这边经常能见到哈基一,,1级评论,5,0,2025-03-28 20:57:09
蓓蓓的小可爱,保密,夏天还能看见 西瓜饼  榴莲饼[笑哭],,1级评论,6,0,2025-03-28 20:39:22
隕石渡渡鸟,保密,见过最少的是人饼,,1级评论,4,0,2025-03-28 20:36:13
放开那个应急食品,保密,zip猫[辣眼睛],,1级评论,5,0,2025-03-28 20:30:36
尊贵的乞丐头目,保密,经常在十字路口看见狗等红绿灯[笑哭],,1级评论,6,0,2025-03-28 20:28:03
你擦_,保密,不是说哈基米很蠢吗,,1级评论,4,0,2025-03-28 20:28:06
柠猛鱼,男,有的，但是被撞死的一刹那就会随机刷新大爷拾了食了,,1级评论,6,0,2025-03-28 20:27:12
赤瞳白发小露娜,保密,我看过人饼[喜极而泣],,1级评论,5,0,2025-03-28 20:24:20
希匚极勒,保密,主要猫有九条命。一次撞不死。,,1级评论,4,0,2025-03-28 20:19:17
RookieOnline菜鸟在线,男,见这种小动物就别踩刹车了，最好是啥也别动。按正常速度开过去。,,1级评论,4,0,2025-03-28 20:17:43
比呵呵呵乐,保密,鼠饼才是最多的就是小看不清楚经常看见,,1级评论,6,0,2025-03-28 20:00:47
羽毛笔来了,保密,猫饼没见过，黍饼我见过,,1级评论,5,0,2025-03-28 20:00:50
吃个大番茄,保密,@真布开心,,1级评论,5,0,2025-03-28 19:54:19
别说话嘎嘎,保密,见过猫猫被压扁，肠子白花花的从后面挤出来。,,1级评论,5,0,2025-03-28 19:50:51
网友渊顺虫,保密,狗群被严打了，猫没有啊,,1级评论,5,0,2025-03-28 19:46:24
屑魔女゛,男,被车撞死的狗我见多了，还没见过哪个成饼的[doge],,1级评论,6,0,2025-03-28 19:40:58
柱柱咩,保密,说白了，还是因为猫傻，不会过马路，车越来他越跑,,1级评论,6,0,2025-03-28 19:40:31
啼笑皆非cp,男,猫的脑子就一点大，狗明显智商要高很多。,,1级评论,6,0,2025-03-28 19:38:31
融入天道,保密,我不是说他俩谁笨，但猫就是比狗蠢啊[喜极而泣],,1级评论,3,0,2025-03-28 19:34:18
方惊羽强,保密,我在村里见最多的是蛇饼，特别是夏天,,1级评论,5,0,2025-03-28 19:27:10
多元宇宙大帝,男,赛博坦星人就爱爱猫,,1级评论,5,0,2025-03-28 19:24:14
好哥们叮咚鸡,保密,人饼不都是在车祸记录里吗,,1级评论,3,0,2025-03-28 19:15:12
城郊流浪猿,男,好多狗子都会等红绿灯,,1级评论,6,0,2025-03-28 19:14:56
道理不说道理,保密,哈基米笑传之创成饼[doge],,1级评论,4,0,2025-03-28 19:09:08
流水线面试遗憾离场,男,狗可能不走斑马线但我遇到的所有狗都会左右看 它们能分得清哪边的车会先到 猫就喜欢突然窜到对面去 没车还好说 有车就成毛病了,,1级评论,6,0,2025-03-28 19:00:46
神金272近卫团,男,公路笑传之car cat饼,,1级评论,4,0,2025-03-28 18:59:00
分身标靶,保密,狗饼倒没见过 只见过被撞的突出眼睛的狗,,1级评论,4,0,2025-03-28 18:55:38
卢比扬卡车站的哈基米,保密,因为狗狗祟祟,,1级评论,3,0,2025-03-28 18:44:38
柴犬训练师,保密,说真的，真的很讨厌这种猫咪，上一次我正开着二轮车呢，旁边是一辆大车，好家伙，那辆大车正在那里停着，那突然窜出来一只猫咪，差点让我压到[尴尬]我是说真的，流浪猫，是真的愚蠢，不是我吹，也不是我在硬黑[尴尬],,1级评论,4,0,2025-03-28 18:29:47
清蒸贝爷,男,刺猬饼也挺多的,,1级评论,6,0,2025-03-28 18:29:43
文质彬彬的禽兽,男,有的人不如狗[doge]，把马路当成自己家客厅,,1级评论,6,0,2025-03-28 18:22:25
才才和,保密,猫饼，蛇饼，蛙饼，鼠饼，我见过这几种。,,1级评论,6,0,2025-03-28 18:22:16
The蘿蔔,男,我就要压过，我正常行驶旁边突然窜出来个猫往我车底中间钻，我后轮就压到它了，我从后视镜看了看已经一动不动了，我就走了,,1级评论,6,0,2025-03-28 18:14:01
Zombies僵尸菌,保密,人类不要着急，等个成千上万年，让哈基米进化一下[doge],,1级评论,5,0,2025-03-28 18:07:09
账号已注销,保密,放屁，狗太大了，没压成饼就被人当垃圾清理了,,1级评论,0,0,2025-03-28 17:58:18
影像山岚,男,遇见过逆天黑色哈基米在柏油马路黑色车辙里睡觉，差点没看到[喜极而泣],,1级评论,6,0,2025-03-28 17:51:29
米娜汉娜,保密,小时候经常看到鼠饼，蛇饼,,1级评论,5,0,2025-03-28 17:48:54
淡酒不是蛋酒,保密,小时候经常看见癞疙宝饼,,1级评论,6,0,2025-03-28 17:48:11
善良的网络圣母,保密,哈基饼,,1级评论,5,0,2025-03-28 17:46:54
没有名字_没有主题,保密,"[笑哭]去年我家门口这100米路段，一年少说能有15个猫🐱饼，发现的早没有车时 也会给弄路边埋上，
前天附近有只汪🐶被撞嘎了，我爸给汪弄路边了，",,1级评论,5,0,2025-03-28 17:44:58
你值得被撅,男,那倒不是土狗撞死直接扔后背箱回去就成熟狗了,,1级评论,5,0,2025-03-28 17:41:33
是酒干了倘卖无,男,这狗天天过马路玩,,1级评论,6,0,2025-03-28 17:30:31
爱吃汉堡的小W,保密,猫智商低,,1级评论,5,0,2025-03-28 17:27:35
後俊,保密,因为狗都进锅了,,1级评论,5,0,2025-03-28 17:24:33
694946766766,保密,因为狗体型较大，一般速度不快撞一下不会马上死，他会跑回家里求助，如果家里也帮不了他就只能再家等死了,,1级评论,5,0,2025-03-28 17:17:42
哇哦菌KABLE,保密,猫和狗被撞的概率其实差不多，只不过狗被撞了，一般都是在路边，猫的话这种东西，一受到惊吓就往车底下钻，那我可不就变成猫饼了，狗一般不会,,1级评论,6,0,2025-03-28 17:03:41
毕枷锁Zz,保密,有没有可能是因为狗比较大，死了被人拖路边去了,,1级评论,5,0,2025-03-28 17:00:08
空夜st,男,撞到狗的概率肯定有，毕竟还能撞到人呢，狗确实不容易撞到，狗被撞大部分原因是没看见车，狗是能理解车辆的，上次我电车在小区里面遇到个狗在我前面走，我打个喇叭就跑一边了,毕枷锁Zz,2级评论,6,0,2025-03-29 20:03:25
sgdksbdh,保密,都见过，猫猫，狗狗，（鸟，蛇 比较少见）,,1级评论,3,0,2025-03-28 16:59:16
季俞尘,保密,世界破破烂烂，小猫缝缝补补[doge],,1级评论,4,0,2025-03-28 16:44:35
QBolt,保密,猫饼狗饼都见过，不过第二天就没了。（或者几个小时就没了）感谢环卫工人的辛勤劳动,,1级评论,6,0,2025-03-28 16:42:45
大号丢了啊啊啊啊,保密,前几天开车就碰见灌木丛里窜出一条狗[笑哭]急刹停住了，没撞死他给我吓够呛。我下车捡块石头追了50来米让我打脑袋上翻个跟头嗷嗷叫跑了。,,1级评论,3,0,2025-03-28 16:37:55
沐泽华毅,男,我没见过猫的 就见过老鼠的，特别多，,,1级评论,6,0,2025-03-28 16:37:51
泰华街126号,保密,乡村公路最多的是刺猬饼,,1级评论,6,0,2025-03-28 16:35:12
-吴彦祖丶,保密,确实高速上被创死的猫居多，狗相对很少,,1级评论,6,0,2025-03-28 16:23:50
泰华街126号,保密,乡村公路最多的是刺猬饼,,1级评论,6,0,2025-03-28 16:35:12
-吴彦祖丶,保密,确实高速上被创死的猫居多，狗相对很少,,1级评论,6,0,2025-03-28 16:23:50
你赶紧爆金币,保密,薯饼,,1级评论,4,0,2025-03-28 16:11:49
我在这里呀丶,保密,呃，一般流浪狗不特意去管基本都被有心人抓走了。流浪猫这玩意抓捕难度还是挺大的,,1级评论,5,0,2025-03-28 16:11:52
seraphine徳猫,保密,因为狗比较大，一般不会变成饼，毕竟狗肉还挺贵的。,,1级评论,5,0,2025-03-28 15:59:11
琉黯SAMA,男,"以前狗饼多，
慢慢就少了，
小时候老家开车 还能遇到狗追着汽车咬的，
老话叫 狗咬汽车-不懂科学，
但都死差不多了，活着的就懂了，
说明狗不怕车 只是没见过车 接触久了，再加上蠢的都压死了，剩下的狗见车也不追了 过马路也会看车 见车也会躲了，
但猫不行，猫的上限在那放着，就是智商不够，",,1级评论,6,0,2025-03-28 15:47:58
墨怀空,保密,鼠饼和蛇饼才是最多的吧,,1级评论,5,0,2025-03-28 15:33:34
白日梦想家IxI,保密,我年前在高速上看到过鱼饼，当时CPU差点冒烟,,1级评论,5,0,2025-03-28 15:19:44
废物海帕杰顿,男,是不是有猫饼   原来是从这里来的,,1级评论,3,0,2025-03-28 15:11:06
商鞅-连坐,保密,街边的流浪狗都知道看到身材高大的人不叫唤，看到车不过马路，而我们的流浪哈基米应该会对一吨重的汽车哈气吧[doge],,1级评论,5,0,2025-03-28 15:09:40
看书是最好的安眠药,男,看见这种视频就难受，我是真撞死过猫，但凡我开个远光也不会发生，难受了一年,,1级评论,6,0,2025-03-28 15:08:00
涡式扉武,男,狗比猫更有服从性比不了,,1级评论,5,0,2025-03-28 14:14:12
王恼急,男,我见过泰迪饼，狗子也有蠢的,,1级评论,6,0,2025-03-28 14:05:59
894才是真爱,保密,蛇饼刺猬饼,,1级评论,6,0,2025-03-28 14:06:04
爆米花机pwp,保密,有主人的狗认识车没主人的狗成狗肉了,,1级评论,4,0,2025-03-28 14:03:46
早春Hana,保密,市政就不会允许路上有成群的流浪狗[藏狐],,1级评论,6,0,2025-03-28 13:54:10
夹竹桃wy,保密,就争吧，一边说没见过猫饼狗饼多，一边说没见过狗饼猫饼多。我是真没见过猫饼狗饼的，我只见过鼠片[以闪亮之名_吃瓜],,1级评论,3,0,2025-03-28 13:15:11
AZ空白,男,其实很多是可以过去的就是猫咪害怕窜回来头直接成饼了[辣眼睛],,1级评论,5,0,2025-03-28 13:14:46
二次元苦力怕,男,感觉都差不多硬要说差不多46开吧，狗少一点点。我每个月起码看见俩饼[捂脸][捂脸],,1级评论,6,0,2025-03-28 13:00:37
龙恋粉丝会会长,保密,难道不是因为狗太大了？撞它容易把车子撞坏，到时候维修可就亏了。,,1级评论,5,0,2025-03-28 12:56:04
舞吹雪,保密,狗狗被吃掉了[大哭],,1级评论,6,0,2025-03-28 12:20:05
点我没惊喜,男,见过压瘸的狗，感觉一些体型大的没那么容易压亖[doge],,1级评论,5,0,2025-03-28 12:09:06
萤水在小学,保密,去年就看到两个狗饼，一个才两三月，一个是老狗脑花都出来,,1级评论,5,0,2025-03-28 11:10:29
葉栖桐,男,高速公路边的水沟里，死狗多的是，我就去路边溜达过一次，光一边就好多条死狗，还有一条躺在水沟里奄奄一息。因为狗体型大，不容易被一下撞死，可以自己挣扎着爬走，而且司机也不瞎啊，路边突然窜出一条狗看不见，路上躺一条死狗还能看不见嘛，闲的没事去压死狗干嘛,,1级评论,5,0,2025-03-28 11:09:08
晚枫zZ_,保密,猫有九条命，命给太多了就不知道珍惜,,1级评论,6,0,2025-03-28 11:09:03
空巢承大郎,保密,[笑哭]猫这种生物智商太低，理解不了也正常,,1级评论,6,0,2025-03-28 10:57:22
完美的斌少爷,保密,猫是严重的近视眼，脑子也不好使，撞了很正常,,1级评论,5,0,2025-03-28 10:23:53
此去经年乄,保密,前几天撞死一只麻雀[微笑],,1级评论,6,0,2025-03-28 10:21:56
浪子逸人,男,我们这野猫很多，野狗见不着,,1级评论,5,0,2025-03-28 10:21:37
无聊！烦……,保密,狗饼也有，但是相较于猫饼来说少的多[呆],,1级评论,5,0,2025-03-28 09:18:34
国风皮大胆,男,主要是现在也遇不见野狗，路上遇到没栓绳的狗城管直接抓走弄死，猫不会伤人也就没人管。,无聊！烦……,2级评论,6,0,2025-03-28 23:58:07
huaidoudou,保密,我看到的狗饼比猫饼多啊[笑哭]。,,1级评论,6,0,2025-03-28 09:15:22
鬼畜的Explosion,男,猫就是太蠢了,,1级评论,6,0,2025-03-28 09:08:49
葬清花,男,我还见过狗排队看信号过火车道口的,,1级评论,6,0,2025-03-28 08:59:19
gzsy,保密,不提全险半挂，就说普通轿车或suv，农村一般都是土狗，很少养那些宠物性犬种，21年贵州，荔波回贵阳，走了一条新开通的高速，到村子附近时很容易碰到土狗穿高速，当时我们差不多在限速内开，一小车从我们边上飞过去了，然后差不多5-10分钟后，停应急车道一看前面躺了只旺财，前保险杠肯定受损了,,1级评论,6,0,2025-03-28 08:55:00
祥子Unofficial,男,狗饼我只见过一次，而猫饼少说七八次了，还见过兔饼，不过最震撼的还是人饼,,1级评论,6,0,2025-03-28 08:48:47
风中凌乱樱花雪,保密,好狗不拦路[doge],,1级评论,6,0,2025-03-28 08:44:36
大金银锁住何师兄,保密,猫过马路很多时候都已经成功窜到路对面了，但一看到车过来，又往回跑，然后成功地成饼了,,1级评论,5,0,2025-03-28 08:25:46
阿西达光,保密,狗体积大，不易卷入车底，也不易被车轮碾压。一般狗能撞到保险杠上，所以存活率比较高,,1级评论,5,0,2025-03-28 08:21:28
301舍长,保密,因为狗子个头大，一般都是撞飞了，不会亚成饼,,1级评论,6,0,2025-03-28 08:04:53
丢雷的芙蕾雅,男,稳如老狗,,1级评论,6,0,2025-03-28 07:55:02
301舍长,保密,因为狗子个头大，一般都是撞飞了，不会亚成饼,,1级评论,6,0,2025-03-28 08:04:53
丢雷的芙蕾雅,男,稳如老狗,,1级评论,6,0,2025-03-28 07:55:02
山水绘人戏,保密,"猫很神奇，你不动它不动，你一动它就前进而不是掉头。
所以我前段时间天天看到猫饼",,1级评论,6,0,2025-03-28 07:01:58
祥祥箱子,男,"逛农村，会有很多狗看见陌生人后隔着远远的开始叫。
有一次我逛农村，手里握着捡来的拇指粗细的长棍子。路过一个被拴马路牙子上的狗，那狗也是我走远了才叫两声。然后我捡起一块小石子，抛一下接一下的再走回去，那狗就转头看风景去了，不叫了。",,1级评论,5,0,2025-03-28 06:57:55
山药土豆www泥泥泥,男,没有善心了，只有杀心了 换了一次车胎花了3000[笑哭],,1级评论,6,0,2025-03-28 02:42:40
大袅转转赚,保密,狗被吓到会往回跑，猫被吓到会往对面跑直接横穿马路。,,1级评论,6,0,2025-03-28 01:58:32
御坂10399号,保密,我家狗都会等车过马路,,1级评论,6,0,2025-03-28 01:14:23
半裸小天使,保密,最费解的是在经常在高架上看见猫饼[doge_金箍],,1级评论,5,0,2025-03-27 22:11:09
世界还是淡点好,保密,狗知道过人行道等红绿灯猫的智商确实低,,1级评论,6,0,2025-03-27 20:40:29
亿耳散丝舞上山打老捂,保密,有没有可能是流浪猫多，流浪狗很少见，家养的狗一般都有牵绳子,,1级评论,6,0,2025-03-27 20:13:35
真不知道输入什么名字,保密,有次晚上跑国道开了六十码左右突然看到车灯前一只猫往马路跳听见地盘响了一声，因为那时候过完年出外面很多车也没停下来看直接走了，估计不死也是重伤了[笑哭],,1级评论,6,0,2025-03-27 19:09:58
AkizukiMakoto,男,之前我在上海的奉贤区靠近一个好像叫什么海洋公园的地方骑行的时候，一路都是鸟饼[笑哭],,1级评论,6,0,2025-04-06 13:07:51
自助快乐贩售机,男,然而我们这边乡下狗的尸体也不少，主要是狗体型大，装到基本上会立即发现清理，猫一下就碾扁了粘在地上，多碾过去几辆就跟口香糖一样彻底成一坨罢了,,1级评论,6,0,2025-03-27 18:27:32
Ejuns,男,猫是看不见左右的，狗可以,,1级评论,6,0,2025-03-27 17:36:37
风流雨雾城戍,男,狗饼，猫饼，兔子饼，还有老鼠饼麻雀饼[藏狐],,1级评论,5,0,2025-03-27 17:32:02
萌萌哒熹熹酱,男,没办法，动物生来如此，说它傻吧是一种拟人化的说法[笑哭]某些动物注定受到人类的造物影响，就像鸟撞玻璃幕墙一样,,1级评论,6,0,2025-03-27 15:42:08
茶花小兔,女,突然想起一句“你直接开吧，驾校的狗比你会躲车”,,1级评论,6,0,2025-03-27 13:53:58
百江渚゜,保密,狗体型大，司机会看到[笑哭],,1级评论,5,0,2025-03-27 12:57:17
仿生泪滴_official,保密,变成哈基饼了,,1级评论,6,0,2025-03-27 12:09:35
Jay林林夕,男,十几年前我上学路上一到夏天全是密密麻麻的小癞蛤蟆，骑自行车一压一路,,1级评论,6,0,2025-03-27 10:55:59
欧润吉是橘座,保密,狗也分狗，我这里猫狗都见不到了,,1级评论,5,0,2025-03-27 10:08:10
Il45l41q19,保密,地基米,,1级评论,5,0,2025-03-27 10:01:54
技嘉1,保密,河南的，之前1几年那会地下全是没了一段的🐍[笑哭][笑哭],,1级评论,5,0,2025-03-27 09:52:36
Dealemaf,保密,猫智商不如狗，狗知道等车先过去，猫只会和车抢着过,,1级评论,6,0,2025-03-27 09:43:37
国风皮大胆,男,啊？难道不是因为狗不拴绳会被打死吗？[思考],Dealemaf,2级评论,6,0,2025-03-29 00:02:52
Zizekr,男,对着猫按喇叭，哈气，对着狗按喇叭就吓跑了,Dealemaf,2级评论,6,0,2025-03-27 09:56:00
FB上能也NPV用不,保密,狗比猫聪明,,1级评论,6,0,2025-03-27 09:24:52
葱屿,男,之前在国道上亲眼目睹，就在自己前面的一辆小车压到一只猫，然后那个猫呈螺旋飞行姿态，还撞到我的车轮上[笑哭],,1级评论,6,0,2025-03-27 09:19:35
内田好可爱好想抱嘿嘿,保密,有熊饼吗,,1级评论,6,0,2025-03-27 09:00:09
内田好可爱好想抱嘿嘿,保密,因为猫蠢,,1级评论,6,0,2025-03-27 08:59:01
小昙Epi,女,猫猫是冒险家，相信自己的判断，会去作...而哥哥性格更像骑士，会服从人类的规则,,1级评论,6,0,2025-03-27 08:45:28
萧震坤,男,哈基咪只是脑子不管用,小昙Epi,2级评论,6,1,2025-03-28 07:31:20
威德_玄瑞_土瓜,男,第一次压扁成这样的我[doge_金箍],,1级评论,5,0,2025-03-27 08:33:19
检索召唤阿莱斯特,男,[捂脸]我之前见过一个蠢到家的泰迪，它过马路，有一个车，车开到它减速以为那地方有点堵，所以车基本上停了，然后泰迪就蹲地下不动了，车主以为它走了，就驱车前进 直接过直接压死了。,,1级评论,6,0,2025-03-27 08:30:13
千形未始,保密,有一次上高速，半个小时的路程，看到4张猫饼，1张狗饼[笑哭],,1级评论,6,0,2025-03-27 07:44:31
想要三连你做梦,保密,在老家高速上经常能看到很多鸟的尸体，最明显的就是一些大型鸟的尸体，有些甚至都从没见过，全都是被撞死的,,1级评论,5,0,2025-03-27 03:24:15
喜绿桑,保密,主要是狗太大需要清理,,1级评论,6,0,2025-03-27 01:36:00
