用户昵称,性别,评论内容,被回复用户,评论层级,用户当前等级,点赞数量,回复时间
damoncles,保密,对虐猫人可以批评教育，对犯罪分子该判要判,,1级评论,3,0,2023-11-09 12:03:41
可可托海的养鸡人,保密,那些人有执法权吗？往小了说是非法囚禁，往大了说叫入室抢劫,,1级评论,6,0,2023-11-07 06:23:15
玄元风辰,女,高速拦车抢劫，它们这种事做的还少了？,可可托海的养鸡人,2级评论,6,1,2023-11-13 19:48:41
可可托海的养鸡人,保密,回复 @木场往事立残阳 :就该把它们全抓起来震慑这群目无法纪的极端爱猫人士,可可托海的养鸡人,2级评论,6,0,2023-11-14 10:33:58
神明少女芽衣,保密,为什么要虐杀啊，真看不懂,,1级评论,4,0,2023-11-06 19:48:51
以岁月融化生命,保密,"我也想，这不是对心灵的发泄
而是不服猫和狗的爱护人士懂不？
猫从未给人类带来过帮助却满受拥护。
猪，鱼，牛被杀上亿次，也没人为其说句感词。
他们只是想替它们说一句；“凭什么？”
万物有灵，仅限猫狗？[嗑瓜子]",神明少女芽衣,2级评论,5,4,2023-11-06 21:47:41
玄元风辰,女,爱猫人士虐人呢，你看的懂吗？,神明少女芽衣,2级评论,6,3,2023-11-13 19:49:13
pabhdunac,男,https://b23.tv/BV1HH4y1Q7kG 四年白读，扳回一局,,1级评论,5,0,2023-10-06 23:09:28
嘿咩king,男,[笑哭][笑哭],pabhdunac,2级评论,5,0,2023-11-18 00:31:46
末影度如年,保密,😁😂😂😃😄👿😉😊☺😌😓😖😱😨😪😥😳😂😈极端分子爱猫和虐猫🐑😿🐥😾😻😼合理观看,,1级评论,4,0,2023-10-06 19:58:42
怎么肥狮,男,【为反虐待动物发声，每个小生命都应被善待！-哔哩哔哩】 https://b23.tv/2XdWUzn,,1级评论,6,0,2023-10-01 10:21:41
Argii,保密,还是领养门槛太低，唉,,1级评论,6,0,2023-09-22 21:01:54
怪物弹珠喵喵,男,太过分了，怎么下得了手,,1级评论,6,0,2023-09-03 08:49:49
黑之泪光,男,建议出台福瑞保护法。,怪物弹珠喵喵,2级评论,5,0,2023-11-14 21:26:49
紫微星又觉醒了,保密,确实 凭什么打人啊,怪物弹珠喵喵,2级评论,3,0,2023-09-09 16:42:45
大J啊,女,支持正义,,1级评论,5,0,2023-08-03 15:14:38
大J啊,女,谢谢好人护生,,1级评论,5,0,2023-08-03 15:14:30
我心真碎了,女,人确实进化成了最高级的物种统治世界，同时也给这个世界带来了无尽的灾难，存在高尚的人的同时还有这些渣滓,,1级评论,5,0,2023-08-01 19:09:43
SaraHoshikawa,保密,这种事情都能拿出来报道无聊不无聊啊,,1级评论,6,0,2023-07-25 12:27:35
1mza,男,有事报警解决像你们这种人的判刑吧,,1级评论,4,0,2023-07-23 17:32:32
M猴子rrr,保密,下一个就绑你对吧，小bk,,1级评论,6,0,2023-07-22 01:44:59
琪_其,女,因为是中国猫，所以不能虐。如果虐的是美国的日本的，那估计很多人叫好。,,1级评论,6,0,2023-07-18 00:15:21
账号已注销,保密,有p,,1级评论,0,0,2023-07-14 21:49:36
银鳞胸甲批发商,男,法律层面讲这群志愿者犯罪了，道德层面讲这男的杀入侵物种也没错但虐死不行（我看蟑螂100种死法的时候怎么没这么想过），所以这种事呢还是交给有关部门去做比较好,,1级评论,6,0,2023-07-07 14:26:31
祈愿神券膨胀_,男,虐人了是吧[偷笑],,1级评论,6,0,2023-07-02 00:12:30
confuse334455,保密,那如果不发视频不发挑衅言论偷偷虐猫就OK吗？,,1级评论,6,0,2023-06-30 02:16:40
采风官,男,那我们也不知道啊。。总不能每个人家里都安个摄像头，然后所有人都可以看吧。,confuse334455,2级评论,6,0,2023-07-02 05:29:42
shining-shy,男,猫咪解压sp丝,,1级评论,6,0,2023-06-29 21:03:11
Relirioya-,男,流浪猫的话还可以理解，专门领养来虐杀就是纯纯的若只了,,1级评论,4,0,2023-06-26 16:55:19
扣1佛祖和你一起笑_,保密,不不不，虐杀这个事本身是错的，给个痛快还可以理解,Relirioya-,2级评论,5,1,2023-06-28 11:34:12
账号已注销,保密,你说得对没什么道理，然而猫猫Video,,1级评论,0,0,2023-06-26 00:23:04
RrrFrai,男,两坨事[给心心],,1级评论,6,0,2023-06-23 08:08:51
心怀天下的普通人,男,我看了虐猫一般情况不犯法（以下几种情况违法1.造成不良社会影响，2.被虐的猫是属于私人财产），假如这个人虐待的是野猫的话，他大概率没有违法，可能连牢都不用坐,,1级评论,5,0,2023-06-21 20:37:52
超级超级超级老绅士,保密,有视频,,1级评论,4,0,2023-06-19 19:49:00
黑马______,男,可爱捏,,1级评论,6,0,2023-06-18 14:48:13
没有花儿香没有树儿高,保密,怎么说呢？自从猫狗走向宠物之后，流浪的就多了。,,1级评论,4,0,2023-06-16 21:01:58
Gatto_randagio,男,我在想一个问题，虐猫的这个该怎么判？绑架监禁殴打侮辱他人的这几个又该怎么判？两相对比，虐人的比虐猫的判的要重啊，虐猫的这位要是破罐子破摔，反正都在网上曝光漏了脸了，索性不接受和解，那虐人的这几位多少要赔一笔加进去几年。,,1级评论,5,0,2023-06-13 17:01:12
账号已注销,保密,爱猫视频,,1级评论,0,0,2023-06-13 16:16:41
账号已注销,保密,爱猫tv,,1级评论,0,0,2023-06-13 16:16:44
账号已注销,保密,猫猫视频,,1级评论,0,0,2023-06-13 16:16:51
MrsKitty-Cat,保密,嗯是有这样的可是猫猫Video,,1级评论,2,0,2023-06-12 02:15:20
MrsKitty-Cat,保密,爱猫Tv,,1级评论,2,0,2023-06-12 02:10:47
MrsKitty-Cat,保密,爱猫视频,,1级评论,2,0,2023-06-12 02:10:43
MrsKitty-Cat,保密,我认为你说的是有道理的，然而猫猫Tv[笑哭],,1级评论,2,0,2023-06-12 02:11:24
账号已注销,保密,爱猫视频,,1级评论,0,0,2023-06-11 02:01:33
账号已注销,保密,是有些道理但是猫猫Video,,1级评论,0,0,2023-06-11 02:02:07
账号已注销,保密,死刑,,1级评论,0,0,2023-06-08 08:23:35
铁议,男,我认为这个事件的处理很合理,,1级评论,5,0,2023-06-07 00:17:42
作者不愛貓,保密,"注意！他是“多次以领养的名义。”
他已经有苗头了。
在我个人看来，人之所以成为人，是因为极高的道德约束感，使人类自身的思想璀璨。
法律管不上，但不代表道德底线可以不被约束。",,1级评论,6,1,2023-06-06 19:44:33
睡不醒的墨㿦,女,那边虐杀动物你这边虐待拘禁人？他批评教育你喜提几年牢饭？,,1级评论,5,0,2023-06-05 01:28:40
小火闪,男,打的好哦，钻了法律的空子,,1级评论,5,0,2023-06-05 00:54:11
小火闪,男,虐猫者钻了法律的空子，干些丧尽天良的事,小火闪,2级评论,5,0,2023-06-05 00:56:46
艾伦自由个屁,男,他也知道不犯法，根本不怕,,1级评论,6,0,2023-06-04 22:16:59
风神玉堂,男,这不就是人性么,,1级评论,5,0,2023-06-04 00:36:35
疯子的小疯子,保密,我国没用动物保护法，所以人权永远大于动物权。如果想要遏制这类现象的发生，应该从毁坏他人财产、传播暴力视频盈利、造成社会不良影响和目标人群潜在犯罪风险等等角度来批判。,,1级评论,6,0,2023-06-03 12:56:50
棱蝶,保密,视频的人的行为就是，你虐待动物，所以我有权虐待你，他们的思维就是虐待动物不行，但是我虐待你（人）可以，动物＞人，建议你们生活中离这种认为动物凌驾于人之上的远点，因为自家猫猫狗狗和爱动物而杀人的也很多，建议立法禁止爱动物和养动物,,1级评论,5,0,2023-06-03 00:07:37
-_Calcite_-,保密,野生动物本质是国家财产，个人的宠物则是个人财产，保护它们是理所应当，为流浪猫狗立法，保护的是什么？[2233娘_喝水],,1级评论,5,0,2023-06-02 11:31:08
玄元风辰,女,"回复 @-_Akira_- :广义的流浪猫包括所有在户外野猫生存的无主之猫。
流浪猫野猫不论在城市还是山林都是入侵物种的。可以看看爬行天下。
在野外生存的野猫算是野生动物吧。",-_Calcite_-,2级评论,6,0,2023-06-03 12:18:53
-_Calcite_-,保密,回复 @木场 :流浪猫不算野生动物吧,-_Calcite_-,2级评论,5,0,2023-06-03 12:07:19
heinata_,男,这么喜欢虐东西、就应该开水烫处理、好好体验一下受虐过程,,1级评论,6,0,2023-06-01 08:43:21
一样会不会胡换个方法,保密,[星星眼],,1级评论,5,0,2023-05-28 11:00:44
Hoiloong,男,杀可以，但是虐杀就不对了。动物也有尊严,,1级评论,6,0,2023-05-27 18:33:49
Hoiloong,男,回复 @bili_27471502838 :？好家伙这跟我说的毫不相关，你想表达啥？虐杀对了？澳大利亚人都杀猫？,Hoiloong,2级评论,6,1,2023-06-01 20:03:54
Hoiloong,男,回复 @bili_27471502838 :咱可不可以不杠，猫又不是四害。。。再说，动物之间有道德标准么？道德是针对人来的，你的观点从根本上和我就不在一个频道，我说的是人对于动物的虐杀，人才能谈论道德。,Hoiloong,2级评论,6,1,2023-05-31 16:32:28
大迪克王,女,"如果不爱，请别伤害。
如要伤害  请给痛快。
传播血腥录像犯法，
被人捉住揪出活该。",,1级评论,5,0,2023-05-26 13:51:43
大迪克王,女,回复 @免费名称一个 :我们物业也不管，还是我自己买药拿网子捕杀的，完事小区群里还有人骂我，说我你杀它干嘛你个变态，说我不配做人叭叭叭叭一大堆，说我没有同情心你不爱别伤害行吗，完事有人跟我一块怼她把她怼的不敢说话了，后来才知道，原来那几只流浪猫都是她喂的。,大迪克王,2级评论,5,1,2023-05-27 14:40:06
免费名称一个,男,回复 @沃特农场老板 :我们小区流浪猫泛滥成灾，物业都不管[藏狐],大迪克王,2级评论,4,1,2023-05-27 14:19:53
哎呦你甘嘛,男,说实话，国外也有专门打猎动物的地方，感觉也挺残忍,,1级评论,6,0,2023-05-26 00:56:01
免费名称一个,男,6，一击毙命还残忍是吧，建议您别吃肉,哎呦你甘嘛,2级评论,4,3,2023-05-27 14:11:13
cn玛哥,男,@杰克辣条,,1级评论,6,0,2023-05-25 20:45:08
神兽大宝贝,保密,"据传 境外势力帮助下 辣条已到美国布鲁克林 
1:动物救助捐款注意甄别（个人形式的救助自己做好功课）
2:反华 境外势力巴不得中国没有相关法律 才好攻击",,1级评论,5,0,2023-05-25 13:26:18
모서,男,为什么不判他死刑！只有以命偿命那些猫猫的冤魂才能安息！[生气],,1级评论,6,0,2023-05-25 11:55:25
这是新昵称啊0,保密,@杰克辣条,,1级评论,6,0,2023-05-25 08:04:28
蒲公英上的旅人,保密,只有不關心社會健康和國家發展或者和這些死變態是同類的人才會反對立法，看到誰反對就把id記下來觀察觀察。,,1级评论,5,0,2023-05-25 04:13:15
棱蝶,保密,虐待动物的下一步是害人，害人的下一步是害社会，害社会的下一步是害世界，害世界的下一步是害太阳系[OK],,1级评论,5,0,2023-05-25 00:20:57
棱蝶,保密,回复 @普信且笨比23 :没处发泄你的正义感，建议到被窝里去发泄，别给我惹的一身骚,棱蝶,2级评论,5,1,2023-05-27 16:06:41
棱蝶,保密,回复 @普信且笨比23 :收收味，这么圣母建议出家，名字倒是取得符合你气质，只是挠子不太行,棱蝶,2级评论,5,1,2023-05-27 16:03:41
无敌温侯号,男,好,,1级评论,6,0,2023-05-24 19:18:24
根与系数,保密,他自己掌嘴可能还在享受,,1级评论,5,0,2023-05-24 16:48:05
小兔基乖乖,保密,我为奶牛猫发声！反对虐待动物，呼吁出台反虐待动物法，支持虐待动物入刑。,,1级评论,5,0,2023-05-24 10:41:46
海绵宝宝八云紫,保密,你最好是反虐待动物而不是反虐待可爱动物,小兔基乖乖,2级评论,6,2,2023-05-25 11:42:17
心动夏至的邂逅,保密,回复 @小兔基乖乖 :那你还不是双标吗？,小兔基乖乖,2级评论,5,1,2023-05-24 16:22:23
厉害小兰兰,保密,别打码啊,,1级评论,5,0,2023-05-23 18:14:07
菠萝面包人,保密,"评论区一群莫名其妙的人喊着保护动物真是吃饱了撑着。
不管虐待的是猫还是什么动物重点不在于是什么动物而是虐待。",,1级评论,6,0,2023-05-22 01:46:04
香香糯糯的日奈酱,保密,是杰克辣条吗要是他，干得漂亮！,,1级评论,5,0,2023-05-21 18:23:20
知识与枪炮,保密,杀人犯苗苗,,1级评论,4,0,2023-05-21 17:15:17
夜色市微醺,保密,我已向上帝报告了这件事，上帝说扣一复活奶牛猫,,1级评论,5,0,2023-05-21 14:31:06
免费名称一个,男,如果是流浪猫的话。我双手赞成，但是领养猫回去杀就有点缺德了,,1级评论,4,0,2023-05-20 20:40:21
外星黑石-A,男,支持捕杀流浪猫，但是应该国家去做民众配合抓捕，而不是私自处决拍下来发到网上，首先一点是因为这样做违法（传播血腥视频），再者提倡私刑对社会的影响是不好的，可能会有更加恶劣的情节发生，所以说要一定拒绝这种行为,免费名称一个,2级评论,6,6,2023-05-21 01:53:36
一口rei酱,保密,气死了,,1级评论,6,0,2023-05-20 10:15:56
眼魔礼,男,跟人贩子一个待遇最好[哭哭],,1级评论,5,0,2023-05-19 22:16:57
免费名称一个,男,666666666666，猫命没法跟人命比哦,眼魔礼,2级评论,4,2,2023-05-20 20:40:58
祝福评子,保密,人类为了发展大局，不可避免地会杀生，杀生的问题，也会随着发展，逐渐解决。我们在吃肉的时候，要想到屠夫会直面鲜血，有必要关注他们的心理健康，不要让民航医院的事件重演,,1级评论,5,0,2023-05-19 00:00:17
怎么肥狮,男,【5月15日北京通州，16岁虐猫男生变杀人狂魔-哔哩哔哩】 https://b23.tv/CB960is  顶上去呀,,1级评论,6,0,2023-05-18 20:38:19
王大嘉然,男,这个还未经证实，先不予置评,怎么肥狮,2级评论,5,0,2023-05-19 17:11:34
磨瀬榛名,保密,恶人自有恶人磨,,1级评论,6,0,2023-05-18 18:27:25
黑之泪光,男,注：按常理的话需要给他们1000~140000万的奖金不然直接犯法,,1级评论,5,0,2023-05-18 08:47:02
妖精芭比大女子,女,虐猫我不知道违法不违法 但用到虐这个字就不得不说了 建议大家看看虐这个字的底层心里逻辑 很恐怖的  这种 叻色 辣鸡 生物体 看到我们愤怒它会更兴奋 但是真的好生气😡,,1级评论,6,0,2023-05-18 05:56:26
观棋不yu最折磨,男,虐猫不违法，传播血腥暴力的视频违法。,妖精芭比大女子,2级评论,6,0,2023-05-28 09:59:07
油炸鲜奶块,女,本质上不就是强者对弱者的凌辱虐杀，只不过这个弱者现在是类似于孩童的动物，以后呢,,1级评论,6,0,2023-05-17 23:50:09
不一样的烟火丶丶,男,有团伙………………,,1级评论,6,0,2023-05-17 23:31:10
不会涂色顾某人,保密,求各大媒体快点制裁杰克辣条，虽然他之前因为偷猫进去过一次，但他不知悔改,,1级评论,6,0,2023-05-17 19:56:54
拜仁盆栽,保密,这类变态就不配活着,,1级评论,5,0,2023-05-17 19:25:37
周杰伦啊哈,男,反正还是有人虐，那这种虐猫的被围堵我也不想说啥,,1级评论,5,0,2023-05-17 17:44:44
冰不冰冷冰冰,保密,反正如果我知道坐我对面的人喜欢虐猫我会害怕的要死,,1级评论,6,0,2023-05-17 15:33:20
dinner少年圆玺铠,女,@杰克辣条,,1级评论,6,0,2023-05-17 12:16:18
拜康米会大主教,男,只能说效率低了,,1级评论,5,0,2023-05-17 11:36:19
白_1Bai,保密,打的漂亮,,1级评论,5,0,2023-05-17 06:44:01
阿拉德砖王,保密,就和某些键盘侠一样，隔着网线说自己也虐猫，现实中被逮住的时候，就跟视频里的人一样，怂包的要命[喜极而泣],,1级评论,5,0,2023-05-17 04:55:03
账号已注销,保密,要是他直接杀猫还行，毕竟猫在中国很普遍了，就像法国黑人一样，猫危害本国的鸟类和其他小动物，但是虐待猫是真的可耻，这样的人很容易产生犯罪心理从而伤害他人,,1级评论,0,0,2023-05-16 16:16:57
QIUCHEN_94,男,当这种人虐待动物得不到满足后，开始把目标伸向毫无反抗的儿童。没有法律约束这些变态的人心里只会越来越扭曲。,,1级评论,6,0,2023-05-16 15:42:10
韭菜鸡蛋包饺子鸭,保密,這種社會敗類😡,,1级评论,6,0,2023-05-16 14:22:39
Nauyurr,保密,别打码,,1级评论,6,0,2023-05-16 12:47:09
Zrm59,男,你如果是因为猫对你造成了什么影响，如果影响很大，你暴揍猫或者说的不好听点，杀死他，都是情有可原，如果影响很小，你暴揍他，杀死他，也可以说你这人很极端，他喵的，这种无故虐杀猫的，真的是心理疾病不轻，我越来越相信人之初，性本恶，这种虐猫人士应该是小时候家庭生活很不幸福，没有感化好，才造成了这种扭曲的性格。,,1级评论,5,0,2023-05-16 08:46:28
我小泽泽,保密,该吃吃，该喝喝，别虐待就行,,1级评论,6,0,2023-05-16 07:55:04
姚家大千金,保密,一看就是个废物，只敢对弱小动手。,,1级评论,5,0,2023-05-16 05:59:58
句几,保密,虐待是很恶心的事情,,1级评论,6,0,2023-05-16 00:17:20
傻大猫的心梦世界,保密,那些觉得事情并不严重的，有没有想过一旦开了这个头，那么只会转向越来越恶化的发展，心是虐待动物，他们看到利益，最后肯定会指向人，不要以为生活在这个相对安逸的社会环境里，就与自己无关，这这件事本质上是很严重的，只是还没有触及到人，但有谁知道呢，当你看到蟑螂的时候，你应该想到的，不要觉得这个不严重，真的不要觉得这个不严重，火灾只要一点火星子就行了。,,1级评论,5,0,2023-05-15 22:48:02
不喝水的鱼qgh,保密,虐猫这会不会伤人，这是一个概率问题，视频里面的这些人已经在使用私刑了,傻大猫的心梦世界,2级评论,5,1,2023-05-18 16:19:05
傻大猫的心梦世界,保密,回复 @不喝水的鱼qgh :都造成那么大影响了，都形成专业组织了，还在说概率问题？至于视频里边的人的行为，出发点是好的，但确实不应该这样。,傻大猫的心梦世界,2级评论,5,0,2023-07-12 07:11:07
泥泞中的钢铁,男,@杰克辣条,,1级评论,6,0,2023-05-15 17:46:13
疫Cho,保密,"虐杀真的不知道怎么评价了，反正不能原谅。
这种存在和那些因为厌恶所以给流浪猫狗下毒药的还有一定区别，不仅仅是漠视生命自私而且心理变态极度危险。",,1级评论,6,0,2023-05-15 14:55:27
婉暗涌,保密,建议关起来，将缴获的毒品反复给他注射，杀鸡儆猴,,1级评论,5,0,2023-05-15 12:57:04
抱抱吖丶,男,这种人我肯定偷偷关门先来一顿毒打，简直作孽[微笑],,1级评论,5,0,2023-05-15 12:08:29
敌蜜吃瓜协会,保密,这种人去死去死！！！！,,1级评论,6,0,2023-05-15 12:07:53
盛哥1234765,男,突然出现这么多虐杀者 还放视频到网上 这是给中国抹黑的一帮畜牲啊 应该赶快立法 虐待动物超过10只判死刑 这种变态没救了 死了也没什么的,,1级评论,5,0,2023-05-15 11:37:44
kono后宫王da嘻嘻,保密,什么网络大法官[笑哭],盛哥1234765,2级评论,5,0,2023-05-16 14:34:28
一个喜欢三连的猎人,男,"近日，知名美食博主〞杰克辣条""被曝虐猫，引发关注。据@阜阳阜南公安在线 27日通报，4月26日23时 53分，派出所接报警称，猫被偷走，已找到盗猫人徐某辉，请求警方提供帮助。调查后查明，
3月15日，徐某辉在小树林内对
猫实施虐待，并拍摄成短视频在 QQ群内分享。后
经互联网传播，受到网民和动物保护人士遺责，造成恶劣社会影响。公安机关依法对徐某辉予以治安拘留。",,1级评论,6,0,2023-05-15 10:25:01
萌军前哨站指挥官,男,"2.吃≠虐，你想吃直接把头剁下去，放锅里煮，然后咽肚子里。
3.清理流理猫≠为了自己的变态心理/复仇，打猫。①这样做很危险，把猫狗惹急了，它们可能会咬到你。②就算是你成功无伤的打死了，尸体该怎么处理？③此地区的流浪猫在整个城市生态环境中是什么情况？（这东西吃鸟鼠，想想城市里鸟鼠多了，你的车上全是动物的排泄物）④同样的，也不要去为这些流浪猫/狗，你喂给他的东西可能是它的毒药，它们的食谱和人类的不太一样。
4.应该建立城市卫生组织，根据城市生态环境的实际情况，控制（用电枪，麻醉枪，毒/除草剂或人工拔除控制上限，用合理繁殖投放/种植控制下限）（并且应该避开交通高峰期，以免伤到行人）所有生物的合理数量（包括猫狗，虫，兔，鼠，鸟。以及植物）。对虐待/弃养者进行处罚，并没收其宠物。对遭遇野生物或宠物攻击者，给予免费疫苗，收走伤人动物并安乐死。
5.爱护动物≠不食用动物，不控制物种数量
爱护动物=爱护整个生态系统，保护所有物种合理存在。不虐杀，弃养宠物，不乱放生动物。
6.请友好讨论，不要发表情（阴阳怪气）有话直说。拒绝故意恶心人和看乐子等行为。
7.请看把整个事件看清楚再说话，不要想是什么就是什么。",,1级评论,6,0,2023-05-15 07:04:35
打到蒙娜丽莎的微笑,女,他们那个组织说婴儿不好搞，所以搞小猫咪，就是这男的说的？,,1级评论,5,0,2023-05-15 00:48:22
变肥,男,回想了看过的杀人报道.没任何理由杀人的几乎全是，不能说大部分了,,1级评论,5,0,2023-05-14 03:02:43
变肥,男,任何事情都是有规律  不是说突然今天心情好  去杀个人玩玩  只能说这类人他不想杀人玩我是不信的  虐猫虐多了也就感觉不到快乐了，就想更刺激的  但是法律规定  没办法,,1级评论,5,0,2023-05-14 02:53:45
变肥,男,自主杀人大部分都是  生活被迫的当然不是,,1级评论,5,0,2023-05-14 02:47:21
美食家丞总,保密,狠狠打,,1级评论,6,0,2023-05-13 20:15:21
夜色乌托邦,保密,FALV边缘无法顾及的事，东厂西厂确实要出手,,1级评论,5,0,2023-05-13 11:41:54
免费名称一个,男,"没事的，这是很正常的事，从古时候开始，每一种动物都各处在食物链的位置。就像老鹰吃兔子，兔子吃小草。蟑螂是害虫，处在危害我们生存环境的下位，我们猎杀驱赶它们是理所应当。猫属于是给人类放松精神的共生关系，所以看到猫被虐杀会于心不忍。
终究是因为食物链之间的不同关系罢了",,1级评论,4,0,2023-05-13 11:12:42
炎黄管长大队,男,我反对虐杀，支持一击毙命或者水淹的方法除害,,1级评论,5,0,2023-05-12 20:33:10
熊哒-冬眠版,男,"人类天生就没有怜悯与同情心，b站上到处都有虐待老鼠和花式虐杀蟑螂的视频，从来没有人可怜过他们。另外，再怎么说猫破坏生态，是因为那些流浪猫都出自猫奴只手，所以他们做那种事情只手为了恶心猫奴罢了，无聊又幼稚的博弈

真要什么保护动物，动保能做到吃素，他们认为吃肉是花钱资助虐待动物，虽然我讨厌他们，但在我眼里他们比猫奴好太多了

可以定恶意破坏他人财物罪，可以定传播不良信息罪，可以定非法谋利罪，就是不能定虐待动物的罪，定了就相当于动物在审判人类，人类必须至高无上。",,1级评论,5,0,2023-05-12 20:09:29
Angel圣灵,男,"人类必不必须至高无上不知道，但对于人类而言倒是必须的。
  能不能定虐待动物罪不知道，但出于对社会风气的维护，反动物虐待却是必须的。
    反动物虐待法是否有可能推行呢？如果虐待问题不加节制，发展成为严重的社会问题，推行还是有可能的。毕竟是保护人的法律。 
    如果要是没有成为问题呢？那当然就不推啦。
   大多数问题的答案不是非黑即白二元对立的，而是要辩证的去看。在事物发展的不同阶段，针对矛盾重点的转移，同一个问题会有不同的答案。如果目的是站在客观（第三方）的角度解决和剖析问题，最好要抛开预置立场。如果目的是对立，将自身置于矛盾的某一方，那当然要带着立场说事了。从辩论上来看，都是角度问题。",熊哒-冬眠版,2级评论,6,0,2023-05-13 04:02:09
熊哒-冬眠版,男,转自有文化的b友,熊哒-冬眠版,2级评论,5,0,2023-05-12 20:12:00
神乐千音,保密,你可以起锅烧油但不能虐待动物，吃（保护动物除外因为犯法）是对大自然规则的尊重，一个人得有作为一个人最基本的情感不然就是自己的心理扭曲。作为一个人对于小动物最基本的爱心应该得有呐，就像牛我们会吃牛肉但也不会想着去杀着玩啊，也不会去虐待牛只是养大了杀了吃肉罢了。,,1级评论,6,0,2023-05-12 18:01:57
熊哒-冬眠版,男,"人类天生就没有怜悯与同情心，b站上到处都有虐待老鼠和花式虐杀蟑螂的视频，从来没有人可怜过他们。另外，再怎么说猫破坏生态，是因为那些流浪猫都出自猫奴只手，所以他们做那种事情只手为了恶心猫奴罢了，无聊又幼稚的博弈

真要什么保护动物，动保能做到吃素，他们认为吃肉是花钱资助虐待动物，虽然我讨厌他们，但在我眼里他们比猫奴好太多了

可以定恶意破坏他人财物罪，可以定传播不良信息罪，可以定非法谋利罪，就是不能定虐待动物的罪，定了就相当于动物在审判人类，人类必须至高无上。",神乐千音,2级评论,5,3,2023-05-12 20:13:39
熊哒-冬眠版,男,回复 @神乐の千音 :野猫没主人的，人虐杀他也没问题吧，这是弱肉强食，别说什么人坏，没道德底线，我告诉你，人天生就是坏的，就用小孩举例子吧，刚学会站立行走的小孩所表现出来的就是自私和残忍而不是什么善良，虽然说小孩子没什么善恶观，看，这所表现出来的一切明显更偏向恶，那我说虐杀动物是人的天性，不过分吧?,神乐千音,2级评论,5,1,2023-05-12 21:41:11
三木key,男,闹麻了,,1级评论,6,0,2023-05-12 11:20:09
吹动少年的心丶,男,虐动物视频有啥好看的[疑惑],,1级评论,6,0,2023-05-12 03:02:17
aspp69,保密,网上一大堆虐老鼠蟑螂的，你见有人说吗？,吹动少年的心丶,2级评论,6,1,2023-05-13 15:41:26
冷月白狼LYBL,男,回复 @aspp69 :虐老鼠还真有人发言🤣,吹动少年的心丶,2级评论,5,0,2023-10-16 21:26:42
养仓鼠的焦糖布丁,保密,希望以后给猫猫狗狗找领养人的一定要搞清楚为人，擦亮眼睛找,,1级评论,5,0,2023-05-11 21:46:29
isksik,男,虐个猫这么没底气啊？没法律管的你怕啥啊？法律还得保护你呢你怕啥？哦我忘了只会虐待动物的一般都是怂B，不然也不会只敢对不会反抗的动手。,,1级评论,6,0,2023-05-11 02:24:17
风有些喧嚣,女,[嗑瓜子],,1级评论,6,0,2023-05-10 23:55:34
Mosica,男,投其所好罢了,,1级评论,6,0,2023-05-10 15:27:32
海陷绛nel,男,我不清楚虐猫算不算违法哎…这个会被判罪么,,1级评论,5,0,2023-05-10 13:37:15
吓孕,男,已阅，不予置评。,,1级评论,6,0,2023-05-10 12:12:44
晋同学啊,保密,"不要以为你进化成了食物链的顶端，你就有资格去改变这个世界。同类都会打仗Are you OK，所以说就是大的事情，你解决不了，你只能说小的事情是吧？再看看乌克兰和俄罗斯打仗，再看看阿富汗，哦，也就是说你喜欢什么，你就有资格向全人类说教。
。。。。。放到当下这个社会，每个人的个人信息都在国家的监控下，每一天都在电子枪的监控下，每一天在家庭环境的影响下，还有每个国家有每个国家不同的政治思想灌输，再加上身边人的影响下，他去虐个猫都算好的了，所以你又想说，那他有其他方法去放松啊！笑话，你也就只有那种脑袋了，也就只能考虑那一小小的方面了。
。。。。。再上升一个尺度，放到宇宙这个人家星球科技高过来了，一巴掌把地球拍烂了，抓着地球上的生命去研究，去圈养，去虐待，当肉食性动物来养着随时供应成餐。所以你到时候就是要拿出你的同情心来跟他们讲道理是吧？

不吐槽某些人呢？是真的忍他不了。",,1级评论,5,0,2023-05-10 01:02:49
深渊的疼爱,男,蚌埠住了，自以为是的贵物,,1级评论,6,0,2023-05-09 21:46:28
账号已注销,保密,虐猫的本质就是折磨猫获得快感。,,1级评论,0,0,2023-05-08 17:34:53
Unlucky52,男,小猫欠爱了,,1级评论,6,0,2023-05-08 17:30:26
甜上午安,保密,"这种虐待动物的人是真傻,自己的一魂会被拿走的，下辈子连畜生道都投不了。",,1级评论,5,0,2023-05-08 10:12:31
OoOoOcTaviaa,女,主要就是心理变态这种人,,1级评论,6,0,2023-05-07 12:34:02
汤婆婆7,保密,这些坏种,,1级评论,6,0,2023-05-06 11:32:29
阿勒欧,女,这种堵人的违法行为我肯定是不赞同的，但是这网上的消息有待考究，没有确凿证据我肯定不相信，也许是摆拍,,1级评论,2,0,2023-05-06 01:55:32
海豹突刺,男,我觉得还是轻了[微笑],,1级评论,5,0,2023-05-05 11:37:56
点八个男模_,女,n这个字本来就属于bt,,1级评论,5,0,2023-04-30 15:31:42
九世熊虱,女,他还好意思是领养后虐杀，这已经是侵害别人的公益付出成果，这种人不会改的，这趟过后只会变本加厉，因为这种玩意不知道痛就不会改的，最好学村里偷狗的，先套他麻袋揍一顿别弄死就好[笑],,1级评论,6,0,2023-04-29 11:29:01
Snow_Fell,男,怎么回事老弟，只能在女人和动物面前狂吗？,,1级评论,6,0,2023-04-29 08:30:49
