用户昵称,性别,评论内容,被回复用户,评论层级,用户当前等级,点赞数量,回复时间
不高冷荷包蛋,保密,[大哭][大哭][大哭]心疼猫猫,,1级评论,5,0,2021-10-29 12:32:12
名字不要起的太离谱啊,男,[辣眼睛],,1级评论,6,0,2021-10-29 12:26:11
漫淘客,男,吓人，可怕😱,,1级评论,6,0,2021-10-29 12:24:43
Aetherrrrrr,保密,真希望可以出一个保护动物的法律惩罚无故施虐的人[无语][无语],,1级评论,5,0,2021-10-29 12:14:26
风雪无痕1994,保密,这种人送的外卖我都不好吃，吐口水都是小意思了，万一你给了个差评，下次还不给你放毒鼠强[滑稽],,1级评论,5,0,2021-10-29 12:10:09
目眼心,男,抽刀向压迫你的人！,,1级评论,6,0,2021-10-29 12:05:15
小鸡汪汪,保密,潜在的罪犯,,1级评论,6,0,2021-10-29 11:59:16
奇奇怪怪的史莱姆,男,其实遇到流浪猫和流浪狗或者野生动物远远的看就好了，想帮的的就放完吃的走开，不要试图去抚摸，不然动物对人的警惕性下降了，很容易被一些居心叵测的人利用，动物的生命因此就没有了，1000个人只要有一个不怀好心，对动物来说就是100%的不幸，求赞,,1级评论,5,0,2021-10-29 11:56:40
车厘子当饭吃,保密,这种人不网暴，更待何时。快把他个人信息爆出来。,,1级评论,6,0,2021-10-29 11:52:26
牙戾错觉01230,男,一个变态，应该感受一下被捕食的恐惧，这也是食肉动物存在的必要性。唯有被捕食，才会洗涤其变态的人格[doge][呲牙][妙啊],,1级评论,5,0,2021-10-29 11:50:37
阿诺麦胡,男,今天杀猫，明天就能杀人，必须死刑。,,1级评论,6,0,2021-10-29 11:51:45
在下萝莉控吖,保密,@喵掌柜老李 这就是原视频吗,,1级评论,6,0,2021-10-29 11:47:50
困哇好困啊,保密,当有人开始意识到不亲人的猫猫活的更久这句话的时候人真的该很惭愧了，，，，,,1级评论,6,0,2021-10-29 11:39:42
困哇好困啊,保密,动保能不能立法啊，，就算仅仅只有拒绝虐待这种行为也好，虐待动物的人真的感觉会有犯罪倾向，，,困哇好困啊,2级评论,6,0,2021-10-29 11:40:53
糕柠,女,眼眶红了，想骂人,,1级评论,6,0,2021-10-29 11:22:14
红桐桐789,保密,不认同动保（本留言反弹一切攻击）,,1级评论,5,0,2021-10-29 11:18:11
小尚是小尚哦,保密,吗的，好生气啊，这人后续怎么样了,,1级评论,5,0,2021-10-29 11:09:05
CrimsonLucas,保密,"死刑！！
[笑][辣眼睛][辣眼睛][辣眼睛]",,1级评论,6,0,2021-10-29 10:39:43
kean刻安,男,这明显是心理有病的人，从事的外卖的工作，真的好恐怖，指不定哪一天情绪积累到顶点了就会对人下手的吧[囧],,1级评论,6,0,2021-10-29 10:36:08
巨鲨天王,保密,可能被咬了,,1级评论,5,0,2021-10-29 10:34:20
笨比小蓝别送,保密,小猫一勾手就过来蹭人了，应该是很亲人很乖的小猫，不大可能会咬人,巨鲨天王,2级评论,6,0,2021-10-29 10:48:58
你欠我一曲华尔兹,男,这种人绝对心理变态，建议关起来,,1级评论,6,0,2021-10-29 10:24:43
青柠可爱捏,保密,我养着四只猫看到这b玩意人麻了[灵魂出窍]，成年人都控制不了情绪还当个p成年人[吐][吐],,1级评论,6,0,2021-10-29 10:23:23
摆烂大师欧克吗,保密,我吐了,,1级评论,6,0,2021-10-29 10:02:45
大帝尼禄,保密,小猫一勾手就过来了，说明是很亲人很乖的小猫，居然就[大哭],,1级评论,6,0,2021-10-29 10:02:21
我是欧皇MG,保密,今天杀猫，明天就能杀人，必须死刑。,,1级评论,6,0,2021-10-29 09:53:59
账号已注销,保密,找到这个人了么,,1级评论,0,0,2021-10-29 09:51:31
隔阂复活,保密,看到摔猫那里感觉血压都冲脑门了，这人心理指定有什么毛病 。不喜欢猫归不喜欢，惺惺作态的过去引诱猫然后虐杀是两码事好伐？,,1级评论,5,0,2021-10-29 09:47:34
百鬼·夜行·抄,保密,这种人不配为人，用虐待的方法来泄愤这种东西不配成功，也不配结婚，跟它这种东西结婚，以后只会是噩梦,,1级评论,6,0,2021-10-29 09:22:00
xback霉,保密,艹,,1级评论,6,0,2021-10-29 09:00:30
七大截-粗青年,女,好歹毒的心肠！,,1级评论,4,0,2021-10-29 08:31:16
mo思思,女,哎，，养猫的人看不了这样的视频,,1级评论,5,0,2021-10-29 08:08:11
_綾-華_,保密,心理有问题，这次是猫，下次就…[吓][辣眼睛],,1级评论,6,0,2021-10-29 08:01:19
煜欣,男,一大早看得心凉，心中又蹿起一股无名怒火。[生气],,1级评论,6,0,2021-10-29 07:25:22
柠檬小可吃柠檬,男,这也就是被人欺负了又不敢回击、然后拿动物发泄。就像被欺负以后愤怒的把小强丢到油锅里一样。,,1级评论,4,0,2021-10-29 07:25:23
兮含量已超标,男,戴头盔，说明他怕被人知道,,1级评论,6,0,2021-10-29 05:52:50
我想请你吃个桃子,女,直接一下就哭出了声，真的变态啊c  [大哭][大哭]呜呜呜 猫猫,,1级评论,5,0,2021-10-29 04:09:29
额时光,保密,好恐怖啊！,,1级评论,5,0,2021-10-29 00:33:34
滴答滴答晓,保密,人渣多了是该净化一下。学校只教技能，从来不教怎么做人。,,1级评论,6,0,2021-10-29 00:16:59
和田玉可是,男,这种人就应该受到法律处罚，直接影响个人信誉进入档案  后半辈子都会受影响,,1级评论,5,0,2021-10-29 00:15:06
玖玖me,男,[灵魂出窍]好。。。。。。。,,1级评论,6,0,2021-10-29 00:12:38
特立独行em,保密,恐怖,,1级评论,6,0,2021-10-28 23:38:48
喵喵喵喵桂,男,请放出后续,,1级评论,6,0,2021-10-28 23:29:14
喵喵喵喵桂,男,回复 @神ば邪神 :我想看的是 这人被人抽 5即号,喵喵喵喵桂,2级评论,6,0,2021-10-29 13:23:30
兔兔登不上了,保密,请看简介，六级号,喵喵喵喵桂,2级评论,5,0,2021-10-29 00:38:33
草履虫发出尖锐爆鸣声,保密,这么可爱的小猫怎么下得去手，好难受[大哭],,1级评论,6,0,2021-10-28 23:24:44
浅梦小橘子,男,看样子不是第一次了,,1级评论,5,0,2021-10-28 23:12:10
轻度浪漫主义患者,男,那拍视频的呢？[藏狐],,1级评论,6,0,2021-10-28 22:46:46
Zirrrrrre,保密,监控吧。。。,轻度浪漫主义患者,2级评论,5,1,2021-10-28 23:50:45
Ashenoneq,保密,后续呢，坐等后续……,,1级评论,6,0,2021-10-28 22:44:40
中国大明,男,希望将来能切实减少这种事，而不是被极端动保和白左用来带节奏,,1级评论,6,0,2021-10-28 22:27:44
NyxEclipse,保密,尿床纵火虐待动物[囧],,1级评论,6,0,2021-10-28 22:22:17
家养大黑猫,男,迫切的要求知道后续的事件处置结果，可以不喜欢动物，但不能肆意的杀害，这样丧尽天良的行为，希望可以从严处置,,1级评论,6,0,2021-10-28 22:22:13
菊雨刀流,男,这个魔兽,,1级评论,5,0,2021-10-28 22:15:39
多睡会_万舰有我,男,喜欢暴利是吧？,,1级评论,6,0,2021-10-28 22:14:10
叮钉丁喵,男,我的猫猫[大哭][大哭][大哭][大哭][大哭]看得我好难受哇,,1级评论,5,0,2021-10-28 22:05:55
女孩不卖小火柴,女,没什么说的，这不是一个人可以做出来的事。,,1级评论,6,0,2021-10-28 22:05:07
CyberHuman,男,害怕,,1级评论,6,0,2021-10-28 21:31:12
Illusion-Retiree,保密,广东果然人才济济,,1级评论,5,0,2021-10-28 21:22:37
弗小达,保密,这个视频我点开了五次，但是都没有勇气看下去，看了开头就赶紧退了，我是一个养猫的人～,,1级评论,6,0,2021-10-28 21:11:19
XM_cat,女,这根本就不是爱不爱动物的问题，这是一个成年了心里应该都很健康的男人，却做出了虐杀生命的行为的问题，首先我是很羡慕，他居然能遇到这么好的猫猫，却还那么坏，我天天带根猫条一只猫的吸不到，反而还吓我，而坏人却往往能吸引到乖巧的动物？回归正题，如果猫是可食用动物这个事，它就会反转了，就比如说狗吧，最好还打算一个爱狗人士的标签，评论区里绝对骂声一片，全部都会说这个男的做的好，我就想说，一个人都已经开始虐待动物了，他难道不可能去伤害婴儿吗？,,1级评论,5,1,2021-10-28 20:55:44
T1_HideOnBush,男,怎么没人喷爱猫人士了？[doge],,1级评论,6,0,2021-10-28 19:13:09
大会给你,保密,什么东西都有生命！可惜就是现在东西不会去珍惜。为什么呢到底是为什么呢。哎。,,1级评论,6,0,2021-10-28 19:04:28
梶AKiあき,保密,我有种想对他做他对猫咪做的行为的冲动,,1级评论,6,0,2021-10-28 19:03:30
小研姐姐,保密,哭了[大哭],,1级评论,5,0,2021-10-28 18:35:10
-小溪-,保密,希望法律有针对虐待动物的，判无期,,1级评论,5,0,2021-10-28 18:28:40
七月华,男,看标题感觉小题大做，看了视频感觉这人还是去关着好了,,1级评论,6,0,2021-10-28 18:18:49
fuyeirgrv,保密,突然意识到，为什么许多猫那么胆小，因为胆大的都活不长,,1级评论,6,0,2021-10-28 18:16:16
以理服人的兰百梨伽,男,🌿🌿🌿🌿🌿🌿🌿🌿🌿🌿🌿,,1级评论,6,0,2021-10-28 18:13:45
jugna,保密,这不网曝了他？这届网友怎么回事啊,,1级评论,5,0,2021-10-28 18:06:55
简笔小猫,保密,。。。。。开除以后各种指责这个人会不会越来越bt，好恐怖,,1级评论,6,0,2021-10-28 18:01:48
月之花花,保密,来吧，又有人能杀了[阴险],,1级评论,6,0,2021-10-28 17:58:01
Alba133,保密,死变态阿。。。。得拉精神病医院治疗,,1级评论,4,0,2021-10-28 17:57:50
小蒙哥upup,男,这种人真的应该通缉抓捕入刑  很恐怖  哪天碰到不顺心的事难保不会把这种变态的做法用到人身上,,1级评论,6,0,2021-10-28 17:39:30
野生咸鱼猫,男,人性本恶,,1级评论,6,0,2021-10-28 17:22:46
安琪的好哥哥,男,窥探？,,1级评论,5,0,2021-10-28 16:54:15
BonnyCraigie,男,我想知道后续，这种事情我不希望mai mo xia qu le q,,1级评论,6,0,2021-10-28 16:27:15
岁月如故-i,保密,人类需要清洗,,1级评论,3,0,2021-10-28 15:48:42
耗哥哥_,男,不愿意立法，发出来只能惹人生气，那货换份工作啥事没有,,1级评论,6,0,2021-10-28 15:43:07
账号已注销,保密,有后续吗,,1级评论,0,0,2021-10-28 15:41:17
ruherangziji,保密,这不就是现在的恋爱吗[doge],,1级评论,6,0,2021-10-28 15:38:22
是阿潮,男,为什么没人想到他为什么这样做，是他的问题还是社会环境问题？,,1级评论,6,0,2021-10-28 15:35:42
lFOGGl,男,[阴险]md 狗东西,,1级评论,6,0,2021-10-28 14:39:48
是余梦呀37,保密,[囧]这猫倒了血霉了真的是,,1级评论,5,0,2021-10-28 14:32:39
木木加柠檬,保密,建议去医院看看吧[辣眼睛]认真的！,,1级评论,6,0,2021-10-28 14:24:36
午夜凶宁,保密,[辣眼睛]可怕,,1级评论,5,0,2021-10-28 13:54:30
一一群羊,男,[难过],,1级评论,6,0,2021-10-28 13:46:27
愛新覺羅-难说,男,**********，***，***啊,,1级评论,6,0,2021-10-28 13:30:08
PINK_YUNO,保密,@饿了么,,1级评论,6,0,2021-10-28 13:19:55
灿灿鎏金无尽岁月,男,这个是去年的视频了吧,,1级评论,5,0,2021-10-28 13:00:37
这个世界太drak,男,(=・ω・=),,1级评论,6,0,2021-10-28 12:46:02
进击的阿枫,男,在看点上，还有人说杀的好，也真是绝了,,1级评论,5,0,2021-10-28 12:36:03
独一无二的路人丙,女,太可怕了[囧]这人好恶心……居然那样虐待一个生命！看得我心都揪起来了！以后他会成为这只猫[阴险],,1级评论,5,0,2021-10-28 12:35:06
进击的阿枫,男,怎么下得去手的........,,1级评论,5,0,2021-10-28 12:31:16
F1大粉丝,保密,听说此人是在广东的荷兰人,,1级评论,5,0,2021-10-28 12:28:31
续写锅的传说,女,气死爷了,,1级评论,6,0,2021-10-28 12:16:25
派派再起不能,男,呜呜,,1级评论,6,0,2021-10-28 12:01:34
-石不语-,男,教育总是教育人们要一心向善，总是告诉他们生气发怒是不对的。于是人们便压抑克制自己的愤怒。可是愤怒是一种正常的情绪，应该被正确引导发泄出来，而不是被要求压抑克制。,,1级评论,6,0,2021-10-28 11:58:49
小纯加油努力,男,和动保无关，这种心里有点变态的真不敢让他知道我家地址,,1级评论,6,0,2021-10-28 11:50:24
荒原秋水,保密,这种视频不敢看，看到虐待心好痛,,1级评论,6,0,2021-10-28 11:38:53
如风般的缱绻,保密,这是心理有大问题吧,,1级评论,5,0,2021-10-28 11:18:44
说了再见麽,保密,我想知道后来这个人怎么办,,1级评论,6,0,2021-10-28 11:12:46
阿噗噜㭛,保密,我家猫就是，偷跑出去，然后腿断了头骨也裂开了，自己爬回了我家楼二层，估计也是被人抓着摔了吧，万幸是命大治好了[微笑],,1级评论,6,0,2021-10-28 11:05:19
大西瓜炒菠萝,保密,我要花好长时间才能治愈这段视频带来的损伤，太丧失人性了[囧][呆][灵魂出窍],,1级评论,6,0,2021-10-28 10:40:35
比不丢,男,所有人都是躲，所有人都是趋利避害，没有人会去正面应对他。包括领工资的医生们。,,1级评论,6,0,2021-10-28 10:31:16
于无嗔,男,这tm的也太恶心了[生气]，还先引诱猫过来，呸，恶心！[生气],,1级评论,6,0,2021-10-28 10:11:42
晖挥挥,保密,老实说，这种视频我不敢看，也不忍心看[难过][tv_难过],,1级评论,6,0,2021-10-28 10:02:26
泰拉大陆魔怔人,保密,又是外卖员！又是广东人！,,1级评论,3,0,2021-10-28 10:03:42
esssentia,男,好开,泰拉大陆魔怔人,2级评论,5,0,2021-10-28 10:54:45
Lidamu萌理,保密,狗子表示很赞[2021拜年纪_笑],,1级评论,6,0,2021-10-28 09:56:23
伦太郎和助手请99,保密,[疑惑][疑惑][疑惑][疑惑][疑惑][疑惑],Lidamu萌理,2级评论,6,2,2021-10-28 18:15:41
伦太郎和助手请99,保密,你在抖什么机灵？[疑惑][疑惑],Lidamu萌理,2级评论,6,2,2021-10-28 18:16:09
舟行碧水逐风巧,男,这种人心理绝对有问题,,1级评论,6,0,2021-10-28 09:26:03
__小菜,保密,所以呢？又能拿他怎么样呢？[怪我咯][怪我咯][怪我咯],,1级评论,6,0,2021-10-28 09:07:18
沉默吹风,男,觉得丢掉一份工作不算代价的还是少说两句，我们重点应该是放在心理健康问题上，只是现在的社会条件做不到让大部分人有很多时间做生产以外的事。,,1级评论,6,0,2021-10-28 08:28:23
-拉菲超可爱-,保密,"那啥?我有一个疑问，就是这种行为应该归类为暴杀吧，应该不算虐杀吧，在它摔的第一下小猫应该就晕了，然后后面应该只能算是补刀吧？因为你如果徒手攻击小猫，我感觉这是最好的击杀手段，或者说第一下必须摔晕。
重点：我倒不是为他辩解，我觉得击杀和虐杀必须分开，不然以后万一有人被流浪猫扰到不行了，赶又赶不走，到必须击杀它的时候，然后其过程被拍摄发出来，我觉得有被非说他虐杀的可能性?大概?",,1级评论,6,0,2021-10-28 07:57:59
很酷一只小熊猫,保密,不清楚，但是我看到小猫很信任他，我非常讨厌这种别人信任你然后利用这个去伤害别人，这只小猫是死了吧，如果猫没死的话，这个世上又多了一只恶猫。,-拉菲超可爱-,2级评论,6,1,2021-10-28 10:23:02
-拉菲超可爱-,保密,回复 @墨然。。。 :额，未曾设想的道路，好吧，还可以找人处理还安全点[笑哭],-拉菲超可爱-,2级评论,6,0,2021-10-28 21:10:12
用户712816,保密,只是发泄情绪的方式错误罢了，所幸是猫而不是人,,1级评论,6,0,2021-10-28 07:37:44
我是对面的额,保密,“面对人类我唯唯诺诺，面对猫咪我重拳出击”,用户712816,2级评论,5,1,2021-10-28 17:20:08
摇摆的素罗,保密,人多少都有点。但能很好克制住。,用户712816,2级评论,6,0,2021-10-28 08:21:29
一张术士招募券,女,关于虐待动物立法……或者不用立但是大力宣传和抵制，有点处罚什么的……这些很多人都希望有吧，但是感觉挺难的，虐待定义难是最大问题，举个例子，假如一个人想杀某猫狗吃肉，单抽吃肉没有任何想虐杀的想法，这种怎么算？如果那个人手法不行杀的时候给那个动物造成巨大痛苦，但不是故意的，这又怎么算？然后关于虐待动物本身，肯定有错，这不就属于出轨那样不犯法但是违背道德的是嘛（虽然性质不一样但是是一类事情）不犯法就是对的？然后呢这种道德方面的事站边不要太极端，二极管那种,,1级评论,6,0,2021-10-28 07:27:20
后后猴吼吼吼,保密,希望通过这个事件大家不只是注意虐猫一事，能注意到背后的社会压力,,1级评论,6,0,2021-10-28 02:17:38
我想吃火锅12345,保密,这gdx欠收拾是吧，我要是在当场还真要让这人渣长长记性，好气啊！！！！！！,,1级评论,5,0,2021-10-28 02:09:51
你走了nii,保密,不敢看，不忍心看，害。,,1级评论,6,0,2021-10-28 02:00:15
津门丶轻风,男,弱者才会挥刀向更弱者[微笑],,1级评论,6,0,2021-10-28 01:39:58
月亮一纯,保密,估计猫抓了他一下，他才摔猫的吧。不然就是精神分裂也不是这种轨迹，而是猫一过来就直接摔猫或者脚踢了,,1级评论,5,0,2021-10-28 01:36:54
一个人放羊,保密,"“损着别人的牙眼，却反对报复，主张宽容的人，万勿和他接近。”——鲁迅
鲁迅:这次真的是我说的",,1级评论,6,0,2021-10-28 01:28:20
丁丁不歪玩到关服,保密,其实我也想过这样做,,1级评论,5,0,2021-10-28 01:23:18
我是对面的额,保密,正常，但是得学会压制自己内心的这种欲望,丁丁不歪玩到关服,2级评论,5,0,2021-10-28 17:22:03
大东EEE,男,希望法律制裁他,,1级评论,6,0,2021-10-28 01:21:10
哥哥我还要i,保密,在哪转发的,,1级评论,6,0,2021-10-28 01:21:02
黑2块,保密,这人心理变态吧？不爱别伤[热词系列_害]？像是随时能在身后捅你一刀的人，不要深交，甚至可以撇清关系。,,1级评论,6,0,2021-10-28 01:20:07
玄学求鬼切,保密,以及动保法有生之年还有机会见到吗,,1级评论,6,0,2021-10-28 01:13:41
死亡玩具,男,心痛啊，在我看来即是一条无辜的生命，也是用这猫咪这么久以来对人类的产生的情感的践踏，真的无法感受这猫猫去世的时候会有多么痛苦，[哭泣]愿天堂没有这种伤害你的人。请善待每个拥有感情无辜的生命。[保佑],,1级评论,6,0,2021-10-28 01:06:33
好尴尬6342,保密,要是无缘无故这样，这人的确多多少少有点大病，我老家那以前流浪狗多，经常有人把狗骗回家吃肉的，要是为了吃肉还能理解，不惊讶能干出这事，我感觉不算啥，sha猪sha鸡的不比这残忍，惊讶的是一般人公共场合都会有所收敛，这人估计情绪掌控能力估计有大问题，精神方面可能也有问题，做他朋友可得小心,,1级评论,5,0,2021-10-28 00:57:30
这爱你一回,男,这人心理有问题，如果不绳之以法估计会伤害更多的人和动物。要么就是报复某个人拿他的宠物出气，但是太过残忍！,,1级评论,6,0,2021-10-28 00:48:13
我这一生不就图个,男,我想问一下，这算是虐杀吗？,,1级评论,5,0,2021-10-28 00:43:13
我这一生不就图个,男,回复 @我是对面的额 :好的，谢谢,我这一生不就图个,2级评论,5,0,2021-11-12 00:43:46
我是对面的额,保密,算是，他明明看到猫咪在痛苦挣扎却还忍心下杀手，这就是虐杀。,我这一生不就图个,2级评论,5,0,2021-10-28 17:23:38
干拉_就完事了,男,就算我自己活的不好我也不会去害人，更不会去害动物，他可太无情了,,1级评论,5,0,2021-10-28 00:31:18
luckywwb,保密,吓人,,1级评论,6,0,2021-10-28 00:24:15
迷星叫_,男,上次有个美团的自己送错了餐还TM凶我，我没跟他计较，我也知道他就这素质。,,1级评论,6,0,2021-10-28 00:23:29
爱喝零卡的兔子,男,太狠了 为什么能下得了手呢,,1级评论,6,0,2021-10-28 00:21:13
干混站站长,男,虽然没法律没办法惩治他，但道德可以，让他社死吧，到哪都不受待见,,1级评论,5,0,2021-10-28 00:17:18
杏皮就是茶,保密,前几天一大早刷到这视频，我跳着看了一下，深受打击，自己也录了一段视频以示祭奠，这视频我不会再看第二遍,,1级评论,6,0,2021-10-28 00:18:13
073号安全试剂,保密,人才有底线。,,1级评论,6,0,2021-10-28 00:17:07
白枝海,保密,"虐待，使用过激手段满足自己隐私癖好，把美好的东西捏碎，用""抓着尾巴甩""的方式使动物致死，这已经是心理变态了，对社会有很大的潜在危害，不懂有些人在洗个啥",,1级评论,6,0,2021-10-28 00:17:54
卤煮橘猫,保密,要不是有法律他敢这么对人[捂脸],,1级评论,6,0,2021-10-28 00:14:30
一如律令爪巴,男,支持使用盒武器！,,1级评论,6,0,2021-10-28 00:02:10
握龙-广式双马尾形态,男,报警后拘留，没得跑了,,1级评论,6,0,2021-10-27 23:53:37
干谢丞相不杀之恩,保密,看得出来此人心理及其阴暗 不惩治或将报复社会,,1级评论,5,0,2021-10-27 23:50:35
薯片ssr,女,真恐怖这种人…所以我希望流浪猫们不要太亲人（流浪狗就算了被抓起来更放心）,,1级评论,5,0,2021-10-27 23:49:12
小赵同学,男,心理变态,,1级评论,5,0,2021-10-27 23:42:55
-poki,保密,看到他这个行为真的是怒火中烧，也许是心理变态才能做出这种事吧唉，小猫又没招惹他,,1级评论,6,0,2021-10-27 23:43:22
荷塘花菜,男,猫是入侵物种会大量捕食鸟类该死可因该安乐死这种只是为了发泄很可怕,,1级评论,5,0,2021-10-27 23:41:17
BlockArtHeart,保密,这样虐待如此单纯无邪的动物情形，完全接受不了，也无法理解。,,1级评论,5,0,2021-10-27 23:38:32
再會在沒有高墻的黎明,保密,背叛信任的人最可恶，希望这个人得到应有的惩罚[保佑],,1级评论,6,0,2021-10-27 23:37:52
6个币买来的名字,男,虽然我本人也很不喜欢猫，但是视频里那人就是个纯nt，心理变态,,1级评论,6,0,2021-10-27 23:35:28
Dog_Dude,保密,最主要恶心人的是他先装好心逗猫，突然变脸，这才是可怕的地方，太恶心人了。,6个币买来的名字,2级评论,6,0,2021-10-28 09:28:01
棉花卷硬糖,保密,靠这个渣子[大哭],,1级评论,4,0,2021-10-27 23:35:38
1987叔叔,保密,还是个人吗？,,1级评论,5,0,2021-10-27 23:34:49
星蔚丶,保密,我家附近也有这样亲人的猫猫[惊喜]第一次看她当时怀着呢，就引到家里来给了好吃的，虽然她吃完就要走，很无情的样子，我也挺孤独的，但我也没阻止，毕竟众生平等，都有选择权嘛[给心心]话说其实我也一直挺想发泄的，这人渣就是个好对象[阴险],,1级评论,5,0,2021-10-27 23:33:18
Jororo乔洛,男,不要只是外卖平台，最好所有单位都不录用[捂脸],,1级评论,6,0,2021-10-27 23:30:33
在角落里发霉,女,看完了整个视频，现在我的感觉就是如置冰窖[微笑]从心底发出来的寒意。,,1级评论,6,0,2021-10-27 23:25:17
McZoey唱作巡游记,男,我们时常不是那只小猫 做了好事 还被人报复,,1级评论,5,0,2021-10-27 23:25:04
新春宇智波止水,男,就离谱啊！猫子招你惹你了，什么人都有，,,1级评论,6,0,2021-10-27 23:21:50
坦克会翘头,男,就算一个不爱猫的人看了也是震撼心灵,,1级评论,5,0,2021-10-27 23:20:19
静海旧人,男,当人不再思考人性，就容易被人性驱使，被人性驱使的人与禽兽无异。欺凌弱小就是人性之一。,,1级评论,6,0,2021-10-27 23:18:09
一只大头丶,男,之前看到流浪猫    也回去叫过来摸两下   有的一下就跑了   或者不听话   有的还很凶   心里挺气的   我就是想摸你两下   至于吗    现在明白了。。。,,1级评论,6,0,2021-10-27 23:17:00
虚无的命运之阱,保密,猫最后怎么样了啊？,,1级评论,6,0,2021-10-27 23:08:36
化粪池自由泳冠军,保密,死了,虚无的命运之阱,2级评论,6,0,2021-10-27 23:12:54
冉橪橪橪橪,女,隐藏的死刑犯,,1级评论,5,0,2021-10-27 23:06:00
百里公仔,男,"1.这人心理变态，不敢杀人就虐猫。
2.城市里不要散养宠物。",,1级评论,6,0,2021-10-27 23:04:05
账号已注销,保密,这不扒一下他？[妙啊]大神呢,,1级评论,0,0,2021-10-27 23:00:14
nobiiNobita,保密,当这个世界总是将人拎起来反复摔打并踩一脚的时候，人就难免会有对其他生物作出同样举动的冲动。我不是说他做的对，我只是看出来他做这件事时心里其实也是痛苦的。被生活温柔相待的人才更容易温柔相待身边的人和物。希望每个人都能生活的幸福吧，只有这样才能真正杜绝这种事的发生。,,1级评论,6,0,2021-10-27 23:00:17
有只薇恩,保密,很多人都被社会领起来反复摔打过 可是很多人就不会像他这样子,nobiiNobita,2级评论,5,0,2021-10-28 09:31:59
韩家公子-,男,这种人我要是认识的话，我应该会拍他黑砖[生气],,1级评论,6,0,2021-10-27 22:58:16
GrandSeiKun冠蓝坤,男,想想他杀完猫继续送外卖[吓],,1级评论,6,0,2021-10-27 22:57:17
普通の无能力者,男,必须立法！,,1级评论,6,0,2021-10-27 22:52:33
账号已注销,保密,这次杀猫，下次饭菜里下毒了,,1级评论,0,0,2021-10-27 22:46:51
Ladihs,保密,"不管是人权高于一切，还是虐待动物有罪，反正就我个人而言，如果我知道我身边有认识的人干了这种事，我会下意识的远离他，不接触他。我承认我胆小，我是有点害怕的[笑哭]
而且我也相信评论里站在理性角度上发言的人，大多数生活中也干不出这事",,1级评论,6,0,2021-10-27 22:45:57
JEDDW,男,心理变态，现在是有法律制约着他不敢杀人，只敢虐待弱小的动物,,1级评论,6,0,2021-10-27 22:42:40
竹竹的软糯狱卒,男,[囧][囧][囧][囧][囧][囧][囧][囧],,1级评论,6,0,2021-10-27 22:38:48
_山川如酒,保密,这种人真的丧心病狂,,1级评论,6,0,2021-10-27 22:38:01
小迫傑,保密,首先 猫并不是流浪猫 而是有人养了两年 那这够不构成侵害他人财物  要是认真追究下来构不构成犯罪 其次事件发生平台方直接就迅速割裂 难道不应该首先出来道歉 你平台让这种情绪不稳定的外卖员送餐 难道就一点责任没有?  最近两起外卖虐猫事件真的是让人了解了人性的参差 拜托别来个永不录用糊弄大众 虽然它是一只小猫 但请给它一定的尊重 还它一个公道,,1级评论,6,0,2021-10-27 22:35:22
炸香菇睡着了嘛,女,我靠 这什么人啊真服气了真不是个东西,,1级评论,5,0,2021-10-27 22:35:37
华北皮革,男,所以说这个人以后能有工作吗？如果因为杀猫这个人就再不能有工作，那可就是猫杀人了。,,1级评论,6,0,2021-10-27 22:29:51
有只薇恩,保密,你要是哪天给这人一个差评 因为有法律保护你 所以他不敢杀你 但是他能哪些威胁你的事就不知道了,华北皮革,2级评论,5,0,2021-10-28 09:34:04
愿今年得偿所愿,保密,好变态，这种虐猫的真的丧尽天良｡ﾟ(ﾟ´Д｀)ﾟ｡,,1级评论,5,0,2021-10-27 22:26:28
-BooBang-,男,被吓到了，不知道这个戴头盔的是不是人，有点害怕，抓起来研究一下吧,,1级评论,6,0,2021-10-27 22:25:35
账号已注销,保密,必须严惩！他这样虐待你还不知道哪天他做更过分的事,,1级评论,0,0,2021-10-27 22:23:13
死狂剑姬_菲亚梅塔,保密,这种人呢，绝对是生活上的不如意发泄在了小猫上[怪我咯],,1级评论,6,0,2021-10-27 22:19:52
呆萌的私通,男,病态人格,,1级评论,6,0,2021-10-27 22:18:52
ce1ling,男,看完这个视频就明白了，无论如何发生什么事，都要好好控制自己的情绪,,1级评论,5,0,2021-10-27 22:15:26
frednan8372,男,明明那么信任他,,1级评论,6,0,2021-10-27 22:12:05
账号已注销,保密,草，大晚上的睡不着了，血压飙升[生气][生气][生气][生气][生气],,1级评论,0,0,2021-10-27 22:01:40
百泽叶一,女,真的，我看到这个我非常难过但是我只能在手机前气的发抖,,1级评论,5,0,2021-10-27 21:59:47
秋天Autumn丶,保密,这都发到网上了，还有什么可说的？垃圾这辈子都找不到工作了，生前肯定是个体面人[doge],,1级评论,6,0,2021-10-27 21:52:10
星夜辰辰,男,"把这个人的行为记录在案，我看谁敢招
他",,1级评论,6,0,2021-10-27 21:51:29
庶懒SAMA,男,我要是路过，就算他戴头盔我都给他头踢爆,,1级评论,6,0,2021-10-27 21:40:07
格子布鸽ovo,女,我去，猫猫跑过去的时候尾巴还是竖着的，它很开心的啊[委屈]为什么这么可爱的猫猫会遭到这样的迫害啊！硬了，拳头硬了,,1级评论,6,0,2021-10-27 21:35:29
